genes	enzymes	shortNames	MWs	pathways	actions	k_scores	EV_type	OE	minUsage	maxUsage	pUsage
YBL015W	P32316	ACH1	58.71137	sce00620  Pyruvate metabolism	1	1000	subOpt_isoenz	2	0	1.51463981058188e-09	0
YDR300C	P32264	PRO1	47.16164	sce00330  Arginine and proline metabolism sce00332  Carbapenem biosynthesis sce01130  Biosynthesis of antibiotics sce01230  Biosynthesis of amino acids	2	1000	tightly_const	2	2.10052399763013e-07	2.1042727067059e-07	2.10188074822914e-07
YER170W	P26364	ADK2	25.19373	sce00230  Purine metabolism sce00730  Thiamine metabolism sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics	1	1000	subOpt_isoenz	2	0	3.59852729240416e-09	0
YOL086C	P00330	ADH1	36.84874	sce00010  Glycolysis / Gluconeogenesis sce00071  Fatty acid degradation sce00350  Tyrosine metabolism sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics	1	1000	subOpt_isoenz	2	0	3.24724939127642e-10	0
YOR323C	P54885	PRO2	49.73991	sce00330  Arginine and proline metabolism sce00332  Carbapenem biosynthesis sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01230  Biosynthesis of amino acids	2	1000	tightly_const	2	2.72290628821977e-08	2.7278213888334e-08	2.72466152002226e-08
YJR069C	P47119	HAM1	22.09268	sce00230  Purine metabolism	1	1000	essential	2	2.66153991643022e-11	4.25918821857663e-09	1.5728024228112e-10
YDR452W	Q04119	PPN1	78.34335	sce00NNN  None	1	1000	opt_isoenz	2	0	1.1583268711814e-09	1.59461388661699e-12
PAL2	P45724	PAL2	77.86		2	1000	tightly_const	2	1.90201334291896e-07	1.90201334292276e-07	1.90201334291896e-07
C4H	Q84TQ4	C4H	57.937		2	1000	tightly_const	2	3.53862947519807e-07	3.53862947520514e-07	3.53862947519807e-07
CHS	Q9FUB7	CHS	42.713		2	1000	tightly_const	2	1.44915302317635e-05	1.44915302317925e-05	1.44915302317635e-05
4CL2	Q9S725	4CL2	60.842		2	1000	tightly_const	2	2.02881423244689e-07	2.02881423245095e-07	2.02881423244689e-07
F3’H	Q9SBQ9	F3’H	56.936		2	1000	tightly_const	2	3.5802604102004e-08	3.58026041020756e-08	3.5802604102004e-08
F3H	Q06942	F3H	40.771		2	1000	tightly_const	2	0.00219111937104264	0.00219111937104703	0.00219111937104264
DFR	B9GRL5	DFR	38.699		2	1000	tightly_const	2	2.20480947402878e-08	2.20480947403319e-08	2.20480947402878e-08
LAR	Q4W2K4	LAR	38.019		2	1000	tightly_const	2	9.36375799590873e-06	9.36375799592746e-06	9.36375799590873e-06
YLR044C	P06169	PDC1	61.49468	sce00010  Glycolysis / Gluconeogenesis sce01110  Biosynthesis of secondary metabolites	2	12.1849707585789	tightly_const	2	9.08320684378219e-07	9.11723702308123e-07	9.09971456316528e-07
YAL038W	P00549	CDC19	54.54404	sce00010  Glycolysis / Gluconeogenesis sce00230  Purine metabolism sce00620  Pyruvate metabolism sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01200  Carbon metabolism sce01230  Biosynthesis of amino acids	2	2.44583665581223	essential	2	1.90103309715581e-06	2.04038548681301e-06	2.04016478386225e-06
YGR254W	P00924	ENO1	46.81564	sce00010  Glycolysis / Gluconeogenesis sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01200  Carbon metabolism sce01230  Biosynthesis of amino acids sce03018  RNA degradation	2	2.29562525266654	essential	2	1.91458278569728e-06	2.09904234056237e-06	2.09696900923834e-06
YOR283W	Q12040	YOR283W	26.17622	sce00NNN  None	2	2.29562525266654	essential	2	5.72463660614828e-07	5.82500297653671e-07	5.78995275933926e-07
YLR354C	P15019	TAL1	37.0359	sce00030  Pentose phosphate pathway sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01200  Carbon metabolism sce01230  Biosynthesis of amino acids	2	1.26367145104192	tightly_const	2	3.3022748807628e-06	3.30635114435788e-06	3.30390814247739e-06
YKL060C	P14540	FBA1	39.62024	sce00010  Glycolysis / Gluconeogenesis sce00030  Pentose phosphate pathway sce00051  Fructose and mannose metabolism sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01200  Carbon metabolism sce01230  Biosynthesis of amino acids	1	1.22842868669981	subOpt_isoenz	2	0	3.83850966474161e-09	0
YMR205C	P16862	PFK2	104.61673	sce00010  Glycolysis / Gluconeogenesis sce00030  Pentose phosphate pathway sce00051  Fructose and mannose metabolism sce00052  Galactose metabolism sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01200  Carbon metabolism sce01230  Biosynthesis of amino acids sce03018  RNA degradation	2	1.22842868669981	tightly_const	2	6.91837561756481e-07	6.94775131299543e-07	6.94738181787871e-07
YDR050C	P00942	TPI1	26.79508	sce00010  Glycolysis / Gluconeogenesis sce00051  Fructose and mannose metabolism sce00562  Inositol phosphate metabolism sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01200  Carbon metabolism sce01230  Biosynthesis of amino acids	2	1.22679406169707	essential	2	2.85395068684009e-08	3.1921942141669e-08	2.85452511309121e-08
YCR012W	P00560	PGK1	44.73787	sce00010  Glycolysis / Gluconeogenesis sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01200  Carbon metabolism sce01230  Biosynthesis of amino acids	2	1.22512793888676	tightly_const	2	9.15590891708656e-07	9.17669624231792e-07	9.15683791506214e-07
