genes	enzymes	shortNames	MWs	pathways	actions	k_scores	EV_type	OE	minUsage	maxUsage	pUsage	unique	conectivity	groups	priority	foldChange_yield	foldChange_pRate
YBL098W	P38169	BNA4	52.42905	sce00380  Tryptophan metabolism	2	1000	tightly_const	2	8.72050788355749e-08	8.72050818458249e-08	8.72050788355782e-08	1	7	0	1	1.00002522784713	1.00002527791044
YDR300C	P32264	PRO1	47.16164	sce00330  Arginine and proline metabolism sce00332  Carbapenem biosynthesis sce01130  Biosynthesis of antibiotics sce01230  Biosynthesis of amino acids	2	1000	tightly_const	2	2.10047357929943e-07	2.10436514492746e-07	2.10188074822914e-07	1	4	0	1	1.00042885856307	1.00042970995405
YDR428C	Q04066	BNA7	29.99102	sce00380  Tryptophan metabolism sce00630  Glyoxylate and dicarboxylate metabolism	2	1000	tightly_const	2	1.09954645464197e-09	1.09975602716381e-09	1.09954645464197e-09	1	5	0	1	1.00000018195315	1.00000018231424
YEL041W	P32622	YEF1	55.87302	sce00NNN  None	2	1000	essential	2	1.06950233275073e-08	1.25977760185818e-08	1.09954645464197e-08	1	18	0	1	1.00000338978452	1.00000339651123
YFR047C	P43619	BNA6	32.36461	sce00760  Nicotinate and nicotinamide metabolism	2	1000	tightly_const	2	2.95044614815953e-08	2.95044638437657e-08	2.95044614815953e-08	1	12	0	1	1.00000527026899	1.00000528072735
YHR074W	P38795	QNS1	80.68505	sce00760  Nicotinate and nicotinamide metabolism	2	1000	essential	2	2.76604445883016e-08	2.8802707747785e-08	2.76604445883016e-08	1	18	0	1	1.00001231438981	1.00001233882674
YJR025C	P47096	BNA1	20.23471	sce00380  Tryptophan metabolism	2	1000	tightly_const	2	7.08106310802708e-09	7.08106118487483e-09	7.08106310802708e-09	1	4	0	1	1.00000079058867	1.00000079215754
YJR078W	P47125	BNA2	50.77489	sce00380  Tryptophan metabolism	2	1000	tightly_const	2	1.47521988759818e-08	1.47706429264705e-08	1.47521988759818e-08	1	3	0	1	1.00000413297409	1.00000414117558
YLR231C	Q05979	BNA5	51.03155	sce00380  Tryptophan metabolism	2	1000	essential	2	5.05790859298229e-08	5.15769634830309e-08	5.05790859298251e-08	1	7	0	1	1.0000142420137	1.0000142702759
YOR323C	P54885	PRO2	49.73991	sce00330  Arginine and proline metabolism sce00332  Carbapenem biosynthesis sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01230  Biosynthesis of amino acids	2	1000	tightly_const	2	2.72283814836428e-08	2.72800453438481e-08	2.72466152002226e-08	1	6	0	1	1.00005863207558	1.00005874843168
YJR069C	P47119	HAM1	22.09268	sce00230  Purine metabolism	1	1000	essential	2	2.17597511734348e-11	4.41340328442366e-09	1.5728024228112e-10	1	16	0	1	1.00000015032833	1.00000015062665
D12D	Q9Y8H5	D12D	46.001		2	1000	tightly_const	2	0.000318648158509368	0.000318648542991149	0.000318648158509368	1	7	0	1	1.08799558243699	1.08818559933241
FAD3	D5KSD6	FAD3	47.718		2	1000	tightly_const	2	0.000318648158509368	0.000318648490266699	0.000318648158509368	1	7	0	1	1.09158083532937	1.0917792472719
D6D	A0A1Y5I9G7	D6D	51.674		2	1000	tightly_const	2	0.000318648158509368	0.000318648542991149	0.000318648158509368	1	9	0	1	1.09993195040279	1.10015011520563
D6E	D5KSD4	D6E	36.746		2	1000	tightly_const	2	0.000318648158509368	0.000318648542991149	0.000318648158509368	1	11	0	1	1.06906884771517	1.06921539432879
D5D	HQ678517	D5D	59.89		2	1000	tightly_const	2	0.000318648158509368	0.000318648542991149	0.000318648158509368	1	9	0	1	1.11769078173768	1.11795187395677
YDR050C	P00942	TPI1	26.79508	sce00010  Glycolysis / Gluconeogenesis sce00051  Fructose and mannose metabolism sce00562  Inositol phosphate metabolism sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01200  Carbon metabolism sce01230  Biosynthesis of amino acids	2	1.22751388896368	essential	2	2.85043166587128e-08	3.20131285723496e-08	2.85102839053919e-08	1	2	0	1	1.0000701763355	1.00007031560294
YJL052W	P00360	TDH1	35.74956	sce00010  Glycolysis / Gluconeogenesis sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01200  Carbon metabolism sce01230  Biosynthesis of amino acids	2	1.22608205869512	tightly_const	2	1.69351471140776e-05	1.69436383810479e-05	1.69386941323791e-05	1	8	0	1	0.988259495241802	1.06142062140369
YGR010W	P53204	NMA2	44.90875	sce00760  Nicotinate and nicotinamide metabolism	2	1000	opt_isoenz_tight	2	0	7.34547831238551e-08	7.34547734995816e-08	1	12	0	2	1.00001820180396	1.0000182379242
YPL023C	P46151	MET12	73.94088	sce00670  One carbon pool by folate sce01200  Carbon metabolism	0	0.293884450454309	subOpt_isoenz	0	0	1.40931820753498e-08	0	0	6	1	2	1.00000000000003	1.00000000000003
YDR502C	P19358	SAM2	42.2555	sce00270  Cysteine and methionine metabolism sce01110  Biosynthesis of secondary metabolites sce01230  Biosynthesis of amino acids	0	0.293827460547136	subOpt_isoenz	0	0	2.22558827929479e-09	0	0	7	2	2	1.00000208112483	0.999999860638464
YBR218C	P32327	PYC2	130.16549	sce00020  Citrate cycle (TCA cycle) sce00620  Pyruvate metabolism sce01200  Carbon metabolism sce01230  Biosynthesis of amino acids	0	0.282091917129264	subOpt_isoenz	0	0	5.11507918101411e-07	0	0	8	3	2	1.0000000014258	1.00000000142863
YBL039C	P28274	URA7	64.70953	sce00240  Pyrimidine metabolism	0	0.258201785040243	subOpt_isoenz	0	0	3.67414789396322e-08	0	0	12	5	2	1.00000001271197	1.00000001273722
YMR145C	P40215	NDE1	62.77345	sce00NNN  None	0	0.222157327287442	subOpt_isoenz	0	0	8.43387296722906e-08	0	0	6	6	2	1.00000322178195	0.999999847901293
YAL062W	P39708	GDH3	49.62653	sce00220  Arginine biosynthesis sce00250  Alanine, aspartate and glutamate metabolism sce00910  Nitrogen metabolism	0	0.126351880344257	subOpt_isoenz	0	0	1.37272186494612e-06	0	0	8	12	2	0.999999999999979	1
YER081W	P40054	SER3	51.1927	sce00260  Glycine, serine and threonine metabolism sce01130  Biosynthesis of antibiotics sce01200  Carbon metabolism sce01230  Biosynthesis of amino acids	0	0.0308175003406939	subOpt_isoenz	0	0	2.70131435488441e-08	0	0	6	13	2	1.00000228209207	0.999999858394348
