gene_IDs	gene_names	K_score
YBL015W	ACH1	1000
YBR208C	DUR1,2	1000
YCL064C	CHA1	1000
YDL171C	GLT1	1000
YEL046C	GLY1	1000
YEL047C	FRD1	1000
YER062C	GPP2	1000
YER065C	ICL1	1000
YER170W	ADK2	1000
YFL030W	AGX1	1000
YFL053W	DAK2	1000
YHR037W	PUT2	1000
YIL053W	GPP1	1000
YLR142W	PUT1	1000
YLR438W	CAR2	1000
YML070W	DAK1	1000
YOR108W	LEU9	1000
YOR120W	GCY1	1000
YPL111W	CAR1	1000
YNL104C	LEU4	349.139395060471
YHR208W	BAT1	348.903624550664
YPL262W	FUM1	335.499709016548
YDR380W	ARO10	92.4717113347962
YCL018W	LEU2	31.1913577340531
YGL009C	LEU1	31.1913577340531
YPR021C	AGC1	26.1085556704396
YPR035W	GLN1	18.7909340674648
YCR053W	THR4	17.9650144459642
YDR158W	HOM2	17.9650144459642
YER052C	HOM3	17.9650144459642
YHR025W	THR1	17.9650144459642
YJR139C	HOM6	17.9650144459642
YDL022W	GPD1	16.2815906989012
YOL059W	GPD2	16.2815906989012
YOL126C	MDH2	13.4884006287732
YJR051W	OSM1	8.16029160334686
YBR218C	PYC2	7.11173641120884
YGL062W	PYC1	7.11173641120884
YJR095W	SFC1	5.43976888490087
YGL080W	MPC1	5.43194286952299
YGR243W	MPC3	5.43194286952299
YHR162W	MPC2	5.43194286952299
YKL069W	YKL069W	4.15662570700909
YER023W	PRO3	3.74272191667038
YAL038W	CDC19	3.72222773452203
YGR254W	ENO1	3.72222773452203
YHR174W	ENO2	3.72222773452203
YKL152C	GPM1	3.72222773452203
YOR347C	PYK2	3.72222773452203
YMR323W	ERR3	3.72222773452203
YOR393W	ERR1	3.72222773452203
YPL281C	ERR2	3.72222773452203
YOR283W	YOR283W	3.72222773452203
YLR155C	ASP3-1	3.57747617422292
YLR157C	ASP3-2	3.57747617422292
YLR158C	ASP3-3	3.57747617422292
YLR160C	ASP3-4	3.57747617422292
YBR221C	PDB1	3.41266547669312
YER178W	PDA1	3.41266547669312
YGR193C	PDX1	3.41266547669312
YNL071W	LAT1	3.41266547669312
YNL036W	NCE103	3.19807884502558
YDR384C	ATO3	1.56480923855595
YGR121C	MEP1	1.56480923855595
YNL142W	MEP2	1.56480923855595
YPR138C	MEP3	1.56480923855595
YCR012W	PGK1	1.33359951151963
YGR192C	TDH3	1.33359951151963
YJL052W	TDH1	1.33359951151963
YJR009C	TDH2	1.33359951151963
YDR050C	TPI1	1.33332247976854
YMR205C	PFK2	1.32104940086773
YGR240C	PFK1	1.32104940086773
YKL060C	FBA1	1.32104940086773
YLR354C	TAL1	1.3084976908701
YGR043C	NQM1	1.3084976908701
YBR196C	PGI1	1.1870828245018
YAL012W	CYS3	1.0435155049468
YGL184C	STR3	1.0435155049468
YFR055W	IRC7	1.0435155049468
YDR516C	EMI2	1.00044509650142
YKL067W	YNK1	0.152362300605292
YER141W	COX15	0.149704166666667
YBR029C	CDS1	0.142239979837263
YBR263W	SHM1	0.139246830878727
YJL130C	URA2	0.138237225795499
YOR175C	ALE1	0.134419368744678
YDL052C	SLC1	0.118443189848192
YJR109C	CPA2	0.115957811106111
YOR303W	CPA1	0.115957811105925
YCR048W	ARE1	0.114117500532708
YDR503C	LPP1	0.107871352000623
YNR019W	ARE2	0.107676222004182
YOR245C	DGA1	0.0852643330062731
YAL044C	GCV3	0.069623346331279
YDR019C	GCV1	0.069623346331279
YMR189W	GCV2	0.0696233463312727
YLR058C	SHM2	0.00157694110062991
YAL062W	GDH3	0
YBR115C	LYS2	0
YBR291C	CTP1	0
YDL066W	IDP1	0
YDL131W	LYS21	0
YDR148C	KGD2	0
YDR234W	LYS4	0
YDR300C	PRO1	0
YER069W	ARG5,6	0
YER081W	SER3	0
YER091C	MET6	0
YER152C	YER152C	0
YGL125W	MET13	0
YGL154C	LYS5	0
YGR208W	SER2	0
YHR018C	ARG4	0
YIL074C	SER33	0
YIL094C	LYS12	0
YIL125W	KGD1	0
YIR034C	LYS1	0
YJL060W	BNA3	0
YJL088W	ARG3	0
YKL085W	MDH1	0
YLR304C	ACO1	0
YMR062C	ARG7	0
YMR241W	YHM2	0
YNL037C	IDH1	0
YNR001C	CIT1	0
YNR050C	LYS9	0
YOL058W	ARG1	0
YOL140W	ARG8	0
YOR130C	ORT1	0
YOR136W	IDH2	0
YOR184W	SER1	0
YOR323C	PRO2	0
YOR375C	GDH1	0
YOR388C	FDH1	0
YPL023C	MET12	0
YPR001W	CIT3	0
YJL200C	ACO2	0
