genes	enzymes	shortNames	MWs	pathways	actions	k_scores	EV_type	OE	minUsage	maxUsage	pUsage
YBL015W	P32316	ACH1	58.71137	sce00620  Pyruvate metabolism	1	1000	opt_isoenz	2	0	1.55148040071211e-09	1.2969475940736e-11
YDR300C	P32264	PRO1	47.16164	sce00330  Arginine and proline metabolism sce00332  Carbapenem biosynthesis sce01130  Biosynthesis of antibiotics sce01230  Biosynthesis of amino acids	2	1000	tightly_const	2	2.10048071026384e-07	2.10436189655768e-07	2.10188074822914e-07
YER170W	P26364	ADK2	25.19373	sce00230  Purine metabolism sce00730  Thiamine metabolism sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics	1	1000	subOpt_isoenz	2	0	3.59517915979903e-09	8.047729747008e-13
YOL086C	P00330	ADH1	36.84874	sce00010  Glycolysis / Gluconeogenesis sce00071  Fatty acid degradation sce00350  Tyrosine metabolism sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics	1	1000	opt_isoenz	2	0	3.08823523933907e-09	9.77045157369138e-10
YOR323C	P54885	PRO2	49.73991	sce00330  Arginine and proline metabolism sce00332  Carbapenem biosynthesis sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01230  Biosynthesis of amino acids	2	1000	tightly_const	2	2.7228512137497e-08	2.72794386724367e-08	2.72466152002226e-08
YJR069C	P47119	HAM1	22.09268	sce00230  Purine metabolism	1	1000	essential	2	2.6766194235452e-11	4.25248614975795e-09	1.5728024228112e-10
YDR452W	Q04119	PPN1	78.34335	sce00NNN  None	1	1000	opt_isoenz	2	0	1.15643690005877e-09	1.59461388661699e-12
GgbAS1	Q9MB42	GgbAS1	87.516		2	1000	tightly_const	2	5.8997602951496e-07	5.8997602951614e-07	5.8997602951496e-07
CYP716A12	Q2MJ20	CYP716A12	54.713		2	1000	tightly_const	2	0.00163541355381547	0.00163541355381874	0.00163541355381547
YLR044C	P06169	PDC1	61.49468	sce00010  Glycolysis / Gluconeogenesis sce01110  Biosynthesis of secondary metabolites	2	12.3949541520364	essential	2	8.2609449720637e-07	8.80992330398081e-07	8.2676974169766e-07
YAL038W	P00549	CDC19	54.54404	sce00010  Glycolysis / Gluconeogenesis sce00230  Purine metabolism sce00620  Pyruvate metabolism sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01200  Carbon metabolism sce01230  Biosynthesis of amino acids	2	2.45862303114162	essential	2	1.90097240757797e-06	2.04057653492103e-06	2.03624433120318e-06
YGR254W	P00924	ENO1	46.81564	sce00010  Glycolysis / Gluconeogenesis sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01200  Carbon metabolism sce01230  Biosynthesis of amino acids sce03018  RNA degradation	2	2.30163486161024	essential	2	1.90927752953846e-06	2.09352323453835e-06	2.08772190933095e-06
YOR283W	Q12040	YOR283W	26.17622	sce00NNN  None	2	2.30163486161024	essential	2	5.7095160603751e-07	5.80971532553082e-07	5.76442054050875e-07
YLR354C	P15019	TAL1	37.0359	sce00030  Pentose phosphate pathway sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01200  Carbon metabolism sce01230  Biosynthesis of amino acids	2	1.26337924695128	tightly_const	2	3.23390993963524e-06	3.26115952772016e-06	3.23424511013814e-06
YKL060C	P14540	FBA1	39.62024	sce00010  Glycolysis / Gluconeogenesis sce00030  Pentose phosphate pathway sce00051  Fructose and mannose metabolism sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01200  Carbon metabolism sce01230  Biosynthesis of amino acids	1	1.22899838726194	subOpt_isoenz	2	0	3.83211871314033e-09	0
YMR205C	P16862	PFK2	104.61673	sce00010  Glycolysis / Gluconeogenesis sce00030  Pentose phosphate pathway sce00051  Fructose and mannose metabolism sce00052  Galactose metabolism sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01200  Carbon metabolism sce01230  Biosynthesis of amino acids sce03018  RNA degradation	2	1.22899838726194	tightly_const	2	6.8704658782517e-07	6.90235950114381e-07	6.87420629182395e-07
YDR050C	P00942	TPI1	26.79508	sce00010  Glycolysis / Gluconeogenesis sce00051  Fructose and mannose metabolism sce00562  Inositol phosphate metabolism sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01200  Carbon metabolism sce01230  Biosynthesis of amino acids	2	1.22864440496281	essential	2	2.82422282926472e-08	3.17184781865921e-08	2.824367924886e-08
YCR012W	P00560	PGK1	44.73787	sce00010  Glycolysis / Gluconeogenesis sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01200  Carbon metabolism sce01230  Biosynthesis of amino acids	2	1.22830072935532	tightly_const	2	9.11964600763252e-07	9.15607136452604e-07	9.1195038123273e-07
YJL052W	P00360	TDH1	35.74956	sce00010  Glycolysis / Gluconeogenesis sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01200  Carbon metabolism sce01230  Biosynthesis of amino acids	2	1.22830072935532	tightly_const	2	1.68769372141719e-05	1.69121737707627e-05	1.68773706245251e-05
YBR196C	P12709	PGI1	61.29832	sce00010  Glycolysis / Gluconeogenesis sce00030  Pentose phosphate pathway sce00500  Starch and sucrose metabolism sce00520  Amino sugar and nucleotide sugar metabolism sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01200  Carbon metabolism	2	1.18900289281298	essential	2	3.66923381111261e-07	3.72377289769681e-07	3.6696840437674e-07
YER091C	P05694	MET6	85.85892	sce00270  Cysteine and methionine metabolism sce00450  Selenocompound metabolism sce01110  Biosynthesis of secondary metabolites sce01230  Biosynthesis of amino acids	0	0.293884450454309	tightly_const	0	6.44187216556392e-07	6.44438653433193e-07	6.44226117841574e-07
YGL125W	P53128	MET13	68.55958	sce00670  One carbon pool by folate sce01200  Carbon metabolism	0	0.293884450454309	opt_isoenz_tight	0	0	1.40971797069344e-08	1.4092433644586e-08
YPL023C	P46151	MET12	73.94088	sce00670  One carbon pool by folate sce01200  Carbon metabolism	0	0.293884450454309	subOpt_isoenz	0	0	1.40927749639378e-08	0
YDR502C	P19358	SAM2	42.2555	sce00270  Cysteine and methionine metabolism sce01110  Biosynthesis of secondary metabolites sce01230  Biosynthesis of amino acids	0	0.293827460547136	subOpt_isoenz	0	0	2.14144238608438e-09	0
YER043C	P39954	SAH1	49.12498	sce00270  Cysteine and methionine metabolism	0	0.293827460547136	tightly_const	0	1.91088678386373e-06	1.91161836514632e-06	1.91105956507182e-06
YLR180W	P10659	SAM1	41.81793	sce00270  Cysteine and methionine metabolism sce01110  Biosynthesis of secondary metabolites sce01230  Biosynthesis of amino acids	0	0.293827460547136	tightly_const	0	2.58938045455141e-06	2.59039302673506e-06	2.58960509176977e-06
YJR105W	P47143	ADO1	36.37191	sce00230  Purine metabolism	0	0.293827460547136	essential	0	5.90912877084005e-08	5.97467170034626e-08	5.92051978551671e-08
YLL052C		AQY2	NaN		0	0.291189929182961		0	NaN	NaN	NaN
YPR192W		AQY1	NaN		0	0.291189929182961		0	NaN	NaN	NaN
YNL036W	P53615	NCE103	24.85889	sce00910  Nitrogen metabolism	0	0.288331969258619	opt_isoenz	0	0	3.64278346983517e-09	5.02516968738897e-11
YBR218C	P32327	PYC2	130.16549	sce00020  Citrate cycle (TCA cycle) sce00620  Pyruvate metabolism sce01200  Carbon metabolism sce01230  Biosynthesis of amino acids	0	0.28554180700343	subOpt_isoenz	0	0	5.1459821161316e-07	0
YGL062W	P11154	PYC1	130.09827	sce00020  Citrate cycle (TCA cycle) sce00620  Pyruvate metabolism sce01200  Carbon metabolism sce01230  Biosynthesis of amino acids	0	0.28554180700343	opt_isoenz_tight	0	0	5.14816778726002e-07	5.1426599447061e-07
YJR095W		SFC1	NaN		0	0.27782901331521		0	NaN	NaN	NaN
YKL085W	P17505	MDH1	35.64959	sce00020  Citrate cycle (TCA cycle) sce00270  Cysteine and methionine metabolism sce00620  Pyruvate metabolism sce00630  Glyoxylate and dicarboxylate metabolism sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01200  Carbon metabolism	0	0.272014958532759	essential	0	7.8538593958698e-08	8.11662221265293e-08	7.8632445298453e-08
YMR267W	P28239	PPA2	35.57213	sce00190  Oxidative phosphorylation	0	0.265470083915817	tightly_const	0	4.36061938505026e-07	4.36778463136236e-07	4.3669941886869e-07
YOR222W		ODC2	NaN		0	0.264068571248405		0	NaN	NaN	NaN
YPL134C		ODC1	NaN		0	0.264068571248405		0	NaN	NaN	NaN
YBL039C	P28274	URA7	64.70953	sce00240  Pyrimidine metabolism	0	0.258201785040242	subOpt_isoenz	0	0	3.67509890812509e-08	0
YJR103W	P38627	URA8	64.50989	sce00240  Pyrimidine metabolism	0	0.258201785040242	opt_isoenz	0	0	3.67769634347009e-08	3.6382356641098e-08
YOL126C	P22133	MDH2	40.7305	sce00020  Citrate cycle (TCA cycle) sce00270  Cysteine and methionine metabolism sce00620  Pyruvate metabolism sce00630  Glyoxylate and dicarboxylate metabolism sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01200  Carbon metabolism	0	0.252533952671344	essential	0	1.43571093690252e-09	3.6534733045998e-09	1.43577083588783e-09
YDL066W	P21954	IDP1	48.18986	sce00020  Citrate cycle (TCA cycle) sce00480  Glutathione metabolism sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01200  Carbon metabolism sce01210  2-Oxocarboxylic acid metabolism sce01230  Biosynthesis of amino acids sce04146  Peroxisome	0	0.251526461974828	tightly_const	0	3.94185348161762e-07	3.96291049464456e-07	3.95411741460679e-07
YKL029C	P36013	MAE1	74.37529	sce00620  Pyruvate metabolism sce01200  Carbon metabolism	0	0.235193732566526	tightly_const	0	1.76448845114895e-08	1.76842524461996e-08	1.76556702474977e-08
YMR145C	P40215	NDE1	62.77345	sce00NNN  None	0	0.21221991587445	subOpt_isoenz	0	0	8.12230602160768e-08	0
YDL085W	Q07500	NDE2	61.65854	sce00NNN  None	0	0.21221991587445	essential	0	8.94407694862513e-07	9.82144646423379e-07	9.770502833933e-07
YDR503C	Q04396	LPP1	31.58604	sce00561  Glycerolipid metabolism sce00564  Glycerophospholipid metabolism sce01110  Biosynthesis of secondary metabolites	0	0.207961800236184	essential	0	9.40584521775689e-10	1.12689121978504e-09	9.53795898879539e-10
Q0045	P00401	COX1	58.79755	sce00190  Oxidative phosphorylation	0	0.194962872057678	tightly_const	0	1.57779528063866e-06	1.58007263878604e-06	1.58008481011123e-06
Q0250	P00410	COX2	28.5669	sce00190  Oxidative phosphorylation	0	0.194962872057678	tightly_const	0	1.57779528063866e-06	1.58007263878604e-06	1.58008481011123e-06
Q0275	P00420	COX3	30.35941	sce00190  Oxidative phosphorylation	0	0.194962872057678	tightly_const	0	1.57779528063866e-06	1.58007263878604e-06	1.58008481011123e-06
YDL067C	P07255	COX9	6.96313	sce00190  Oxidative phosphorylation	0	0.194962872057678	tightly_const	0	1.57779528063866e-06	1.58007263878604e-06	1.58008481011123e-06
YGL187C	P04037	COX4	17.1424	sce00190  Oxidative phosphorylation	0	0.194962872057678	tightly_const	0	1.57800978658305e-06	1.58006742541043e-06	1.58008481011123e-06
YGL191W	P32799	COX13	15.02097	sce00190  Oxidative phosphorylation	0	0.194962872057678	tightly_const	0	1.57800978658305e-06	1.58006742541043e-06	1.58008481011123e-06
YHR051W	P00427	COX6	17.34139	sce00190  Oxidative phosphorylation	0	0.194962872057678	tightly_const	0	1.57800978658305e-06	1.58006742541043e-06	1.58008481011123e-06
YIL111W	P00425	COX5B	17.1965	sce00190  Oxidative phosphorylation	0	0.194962872057678	tightly_const	0	1.57800978658305e-06	1.58006742541043e-06	1.58008481011123e-06
YLR038C	Q01519	COX12	9.78778	sce00190  Oxidative phosphorylation	0	0.194962872057678	tightly_const	0	1.57800978658305e-06	1.58006742541043e-06	1.58008481011123e-06
YLR395C	P04039	COX8	8.90656	sce00190  Oxidative phosphorylation	0	0.194962872057678	tightly_const	0	3.15558662215621e-06	3.16022293877225e-06	3.16016567538528e-06
YMR256C	P10174	COX7	6.9323	sce00190  Oxidative phosphorylation	0	0.194962872057678	tightly_const	0	1.57778566282309e-06	1.58006742541043e-06	1.58008481011123e-06
Q0105	P00163	COB	43.65549	sce00190  Oxidative phosphorylation	0	0.193733384343916	tightly_const	0	4.97363297007274e-06	4.98092387114951e-06	4.9808500502233e-06
YBL045C	P07256	COR1	50.22724	sce00190  Oxidative phosphorylation	0	0.193733384343912	tightly_const	0	4.97363297007274e-06	4.98092387114951e-06	4.9808500502233e-06
YDR529C	P00128	QCR7	14.56466	sce00190  Oxidative phosphorylation	0	0.193733384343912	tightly_const	0	4.97363297007274e-06	4.98092387114951e-06	4.9808500502233e-06
YEL024W	P08067	RIP1	23.36479	sce00190  Oxidative phosphorylation	0	0.193733384343912	tightly_const	0	4.97363297007274e-06	4.98092387114951e-06	4.9808500502233e-06
YFR033C	P00127	QCR6	17.25682	sce00190  Oxidative phosphorylation	0	0.193733384343912	tightly_const	0	4.97363297007274e-06	4.98092387114951e-06	4.9808500502233e-06
YGR183C	P22289	QCR9	7.47622	sce00190  Oxidative phosphorylation	0	0.193733384343912	tightly_const	0	4.97363297007274e-06	4.98092387114951e-06	4.9808500502233e-06
YHR001W-A	P37299	QCR10	8.59285	sce00190  Oxidative phosphorylation	0	0.193733384343912	tightly_const	0	4.97363297007274e-06	4.98092387114951e-06	4.9808500502233e-06
YJL166W	P08525	QCR8	10.97437	sce00190  Oxidative phosphorylation	0	0.193733384343912	tightly_const	0	4.97363297007274e-06	4.98092387114951e-06	4.9808500502233e-06
YOR065W	P07143	CYT1	34.05423	sce00190  Oxidative phosphorylation	0	0.193733384343912	tightly_const	0	4.97363297007274e-06	4.98092387114951e-06	4.9808500502233e-06
YPR191W	P07257	QCR2	40.47764	sce00190  Oxidative phosphorylation	0	0.193733384343912	tightly_const	0	4.97363297007274e-06	4.98092387114951e-06	4.9808500502233e-06
YPR021C		AGC1	NaN		0	0.188206271058758		0	NaN	NaN	NaN
