rxn_IDs	rxnNames	K_score	grRules	rxn_formula
r_1112_REV	AKG transporter, mitochonrial (reversible)	1000	YMR241W	2-oxoglutarate[m] + citrate[c] => 2-oxoglutarate[c] + citrate[m]
r_1219_REV	L-tryptophan transport (reversible)	1000	YBR068C or YBR069C or YDR046C or YKR039W or YOL020W	H+[c] + L-tryptophan[c] => H+[e] + L-tryptophan[e]
r_0202No1	anthranilate phosphoribosyltransferase (No1)	98.4073283981891	YDR354W	anthranilate[c] + PRPP[c] + 9.5785e-05 prot_P07285[c] => diphosphate[c] + N-(5-phospho-beta-D-ribosyl)anthranilate[c]
r_0203No1	anthranilate synthase (No1)	98.4073283981891	YER090W and YKL211C	chorismate[c] + L-glutamine[c] + 0.00047893 prot_P00899[c] + 0.00047893 prot_P00937[c] => anthranilate[c] + H+[c] + L-glutamate[c] + pyruvate[c]
r_0566No1	indole-3-glycerol-phosphate synthase (No1)	98.4073283981891	YKL211C	1-(2-carboxyphenylamino)-1-deoxy-D-ribulose 5-phosphate[c] + H+[c] + 2.5025e-05 prot_P00937[c] => 1-C-(indol-3-yl)glycerol 3-phosphate[c] + carbon dioxide[c] + H2O[c]
r_0913No1	phosphoribosylanthranilate isomerase (No1)	98.4073283981891	YDR007W	N-(5-phospho-beta-D-ribosyl)anthranilate[c] + 4.0258e-06 prot_P00912[c] => 1-(2-carboxyphenylamino)-1-deoxy-D-ribulose 5-phosphate[c]
r_1055No1	tryptophan synthase (indoleglycerol phosphate) (No1)	98.4073283981891	YGL026C	1-C-(indol-3-yl)glycerol 3-phosphate[c] + L-serine[c] + 3.5808e-07 prot_P00931[c] => glyceraldehyde 3-phosphate[c] + H2O[c] + L-tryptophan[c]
r_0916No1	phosphoribosylpyrophosphate synthetase (No1)	11.1142921323304	YKL181W and YER099C	pmet_r_0916[c] + 0.00042088 prot_P32895[c] + 0.00042088 prot_P38620[c] => AMP[c] + H+[c] + PRPP[c]
r_0020No2	2-deoxy-D-arabino-heptulosonate 7-phosphate synthetase (No2)	10.8379640483329	YBR249C	pmet_r_0020[m] + 2.2769e-06 prot_P32449[c] => 7-phospho-2-dehydro-3-deoxy-D-arabino-heptonic acid[m] + phosphate[m]
r_0039No1	3-dehydroquinate dehydratase (No1)	10.8379640483329	YDR127W	3-dehydroquinate[c] + 8.9606e-07 prot_P08566[c] => 3-dehydroshikimate[c] + H2O[c]
r_0040No1	3-dehydroquinate synthase (No1)	10.8379640483329	YDR127W	7-phospho-2-dehydro-3-deoxy-D-arabino-heptonic acid[c] + 8.9606e-07 prot_P08566[c] => 3-dehydroquinate[c] + phosphate[c]
r_0065No1	3-phosphoshikimate 1-carboxyvinyltransferase (No1)	10.8379640483329	YDR127W	3-phosphoshikimic acid[c] + phosphoenolpyruvate[c] + 8.2672e-06 prot_P08566[c] => 5-O-(1-carboxyvinyl)-3-phosphoshikimic acid[c] + phosphate[c]
r_0279No1	chorismate synthase (No1)	10.8379640483329	YGL148W	5-O-(1-carboxyvinyl)-3-phosphoshikimic acid[c] + 0.00031928 prot_P28777[c] => chorismate[c] + phosphate[c]
r_0996No1	shikimate dehydrogenase (No1)	10.8379640483329	YDR127W	3-dehydroshikimate[c] + H+[c] + NADPH[c] + 2.8981e-06 prot_P08566[c] => NADP(+)[c] + shikimate[c]
r_0997No1	shikimate kinase (No1)	10.8379640483329	YDR127W	ATP[c] + shikimate[c] + 4.6296e-06 prot_P08566[c] => 3-phosphoshikimic acid[c] + ADP[c] + H+[c]
r_0982No1	ribose-5-phosphate isomerase (No1)	6.88128073490966	YOR095C	D-ribulose 5-phosphate[c] + 2.8935e-05 prot_Q12189[c] => ribose-5-phosphate[c]
r_0476No1	glutamine synthetase (No1)	4.05652704453308	YPR035W	ammonium[c] + ATP[c] + L-glutamate[c] + 5.2709e-06 prot_P32288[c] => ADP[c] + H+[c] + L-glutamine[c] + phosphate[c]
r_1194	L-glutamate transport	3.23375680302008	YPR021C	L-glutamate[c] => L-glutamate[m]
r_0091No2	6-phosphogluconolactonase (No2)	3.02917285282905	YHR163W	pmet_r_0091[c] + 2.7778e-05 prot_P38858[c] => 6-phospho-D-gluconate[c] + H+[c]
r_0466No1	glucose 6-phosphate dehydrogenase (No1)	3.02917285282905	YNL241C	D-glucose 6-phosphate[c] + NADP(+)[c] + 4.3897e-07 prot_P11412[c] => 6-O-phosphono-D-glucono-1,5-lactone[c] + H+[c] + NADPH[c]
r_0889No2	phosphogluconate dehydrogenase (No2)	3.02917285282905	YHR183W	pmet_r_0889[c] + 7.6313e-06 prot_P38720[c] => carbon dioxide[c] + D-ribulose 5-phosphate[c] + NADPH[c]
r_0534No3	hexokinase (D-glucose:ATP) (No3)	1.63413392606027	YFR053C	1.0138e-06 prot_P04806[c] + pmet_r_0534[c] => ADP[c] + D-glucose 6-phosphate[c] + H+[c]
r_1115	ammonia transport	1.31613160520593	YDR384C or YGR121C or YNL142W or YPR138C	ammonium[e] => ammonium[c]
r_1277_REV	water diffusion (reversible)	1.12856664878377	YLL052C or YPR192W	H2O[c] => H2O[e]
