genes	enzymes	shortNames	MWs	pathways	actions	k_scores	EV_type	OE	minUsage	maxUsage	pUsage	unique	conectivity	groups	priority	foldChange_yield	foldChange_pRate
YJL088W	P05150	ARG3	37.84479	sce00220  Arginine biosynthesis sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01230  Biosynthesis of amino acids	2	34.2366530409486	tightly_const	2	1.50575930468756e-06	1.50576611195263e-06	1.50575930468756e-06	1	5	0	1	1.00158958905387	1.00245568902247
YJR109C	P03965	CPA2	123.91392	sce00240  Pyrimidine metabolism sce00250  Alanine, aspartate and glutamate metabolism	2	22.4123271737292	tightly_const	2	4.68929496255846e-08	4.68933087001823e-08	4.68929496255846e-08	0	9	1	1	1.00016187715582	1.00024988310858
YOR303W	P07258	CPA1	45.36103	sce00240  Pyrimidine metabolism sce00250  Alanine, aspartate and glutamate metabolism	2	22.4123271737143	tightly_const	2	4.68929496255846e-08	4.68933087001823e-08	4.68929496255846e-08	0	9	1	1	1.00005925230632	1.00009146024663
YLR174W	P41939	IDP2	46.56172	sce00020  Citrate cycle (TCA cycle) sce00480  Glutathione metabolism sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01200  Carbon metabolism sce01210  2-Oxocarboxylic acid metabolism sce01230  Biosynthesis of amino acids sce04146  Peroxisome	1	20.9576313745379	essential	2	2.14390373325619e-06	0.00161086474278828	2.14427235370196e-06	1	5	0	1	1.00303699657023	1.004695424872
YKL029C	P36013	MAE1	74.37529	sce00620  Pyruvate metabolism sce01200  Carbon metabolism	2	17.1297060019125	tightly_const	2	9.3937046108819e-07	9.3963775681013e-07	9.39401005300455e-07	1	7	0	1	1.00208506114461	1.00322199137259
YER069W	Q01217	ARG5,6	94.86823	sce00220  Arginine biosynthesis sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01210  2-Oxocarboxylic acid metabolism sce01230  Biosynthesis of amino acids	2	17.0544167582124	tightly_const	2	3.26937937500161e-05	3.26997891865614e-05	3.2694856845438e-05	1	9	0	1	1.09233002390078	1.15004321422073
YMR062C	Q04728	ARG7	47.84821	sce00220  Arginine biosynthesis sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01210  2-Oxocarboxylic acid metabolism sce01230  Biosynthesis of amino acids	1	17.0544167582124	essential	2	7.17446385398875e-06	0.00157264131716792	7.17469714411829e-06	1	9	0	1	1.00946503744558	1.01468505030385
YOL140W	P18544	ARG8	46.68082	sce00220  Arginine biosynthesis sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01210  2-Oxocarboxylic acid metabolism sce01230  Biosynthesis of amino acids	2	17.0544167582124	tightly_const	2	8.12070335653719e-05	8.1221925431909e-05	8.12096741528452e-05	1	4	0	1	1.11513865469626	1.18958339489313
YOL126C	P22133	MDH2	40.7305	sce00020  Citrate cycle (TCA cycle) sce00270  Cysteine and methionine metabolism sce00620  Pyruvate metabolism sce00630  Glyoxylate and dicarboxylate metabolism sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01200  Carbon metabolism	1	11.2101450915956	essential	2	2.99795846663196e-08	0.0018390636263033	2.99800622532943e-08	1	5	0	1	1.00003370132411	1.00005201972377
YJL121C	P46969	RPE1	25.96689	sce00030  Pentose phosphate pathway sce00040  Pentose and glucuronate interconversions sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01200  Carbon metabolism sce01230  Biosynthesis of amino acids	1	4.9015139605575	essential	2	3.13957072007533e-07	0.00288493871850493	3.14064494639769e-07	1	2	0	1	1.00045233753545	1.00069836511399
