genes	enzymes	shortNames	MWs	pathways	actions	k_scores	EV_type	OE	minUsage	maxUsage	pUsage	unique	conectivity	groups	priority	foldChange_yield	foldChange_pRate
YCL050C	P16550	APA1	36.49211	sce00230  Purine metabolism sce00920  Sulfur metabolism	2	74.883277676906	tightly_const	2	9.8659993048275e-07	9.86652665112121e-07	9.86644673805978e-07	1	9	0	1	1.00171010325068	1.00182824771182
YFR030W	P39692	MET10	114.82714	sce00920  Sulfur metabolism	2	74.883277676906	tightly_const	2	6.07166739998044e-07	6.07168796735158e-07	6.07166739998044e-07	0	6	2	1	1.00331634536309	1.00354585172671
YKL001C	Q02196	MET14	23.06018	sce00230  Purine metabolism sce00920  Sulfur metabolism	2	74.883277676906	tightly_const	2	2.15267773837566e-05	2.15269518512404e-05	2.15267773837566e-05	1	5	0	1	1.02406565418955	1.02576798740663
YOL064C	P32179	MET22	39.14886	sce00920  Sulfur metabolism sce01130  Biosynthesis of antibiotics	2	74.883277676906	tightly_const	2	8.61069746424284e-06	8.61078228123206e-06	8.61070413381814e-06	1	4	0	1	1.01622616957719	1.01736455774901
YPR167C	P18408	MET16	30.3799	sce00920  Sulfur metabolism	2	74.883277676906	tightly_const	2	2.70622470904224e-05	2.70624664210773e-05	2.70622470904223e-05	1	7	0	1	1.04044914071827	1.04335946256641
YJR137C	P47169	MET5	161.21721	sce00920  Sulfur metabolism	2	74.8832773939571	tightly_const	2	6.07166739998044e-07	6.07168796735158e-07	6.07166739998044e-07	0	6	2	1	1.00466193500349	1.00498502503982
YDR353W	P29509	TRR1	34.23767	sce00450  Selenocompound metabolism	2	64.1702831009636	tightly_const	2	2.84862265926462e-06	2.84864747453433e-06	2.84862265926462e-06	1	6	0	1	1.00469120423199	1.00501633286677
YJL121C	P46969	RPE1	25.96689	sce00030  Pentose phosphate pathway sce00040  Pentose and glucuronate interconversions sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01200  Carbon metabolism sce01230  Biosynthesis of amino acids	1	34.3503047202726	essential	2	2.01104727048834e-06	0.00292178487782502	2.0111546931195e-06	1	2	0	1	1.00493926487665	1.00528167598335
YER091C	P05694	MET6	85.85892	sce00270  Cysteine and methionine metabolism sce00450  Selenocompound metabolism sce01110  Biosynthesis of secondary metabolites sce01230  Biosynthesis of amino acids	2	28.1399071868988	tightly_const	2	2.74661048263972e-05	2.74662632676394e-05	2.74661433236633e-05	1	7	0	1	1.13667270290527	1.147487729553
YNL241C	P11412	ZWF1	57.5209	sce00030  Pentose phosphate pathway sce00480  Glutathione metabolism sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01200  Carbon metabolism	2	18.4910336168888	tightly_const	2	5.5014367699349e-07	5.50177638044503e-07	5.50172587198534e-07	1	5	0	1	1.00313199771129	1.00334870378832
