Row	Free_fatty_acid	Growth
WT_yields	0.0109050593204989	0.0121721303880607
Q0045	1.00286757881433	1
Q0080	1.00004068901837	1
Q0085	1.38593172573233	1
Q0105	1.00864587528708	1
Q0130	1.59490518737945	1
Q0250	1.00136763290413	1
Q0275	1.00145134227861	1
YAL012W	0.999938993654479	1
YAL022C	0.999938994051335	1
YAL023C	0.999999999999989	1
YAL038W	0.997162223416436	1
YAL044C	1.00309717340038	1
YAL054C	1.00113313205855	1
YAL060W	1.0000005438665	1
YAL062W	1.00896081613596	1
YAR015W	0.999946245721163	1
YAR035W	0.999327829437592	1
YAR071W	1.00000000000026	1
YBL011W	1.00053735193895	1
YBL013W	1	1
YBL015W	1.00307159736199	1
YBL030C	0.999938994051605	1
YBL033C	1.0000000009806	1
YBL039C	1.00079289873509	1
YBL042C	1.00000000000038	1
YBL045C	1.00967915585882	1
YBL064C	1	1
YBL068W	1.00013062949003	1
YBL076C	1.00000410891117	1
YBL098W	1.00000000000024	1
YBL099W	1.01733833445142	1
YBR002C	1.00000054386639	1
YBR003W	1.00000000000011	1
YBR004C	1	1
YBR006W	0.99998499118666	1
YBR011C	0.999955592780627	1
YBR018C	0.999992771115585	1
YBR019C	0.999939221033376	1
YBR020W	1.00000000000024	1
YBR021W	1.00000000000024	1
YBR023C	0.999999999999911	1
YBR026C	0.999999999999911	1
YBR029C	1.00000468328923	1
YBR034C	1	1
YBR035C	0.999938993654588	1
YBR036C	1.00000000000008	1
YBR038W	0.999984991186493	1
YBR039W	1.44003565861326	1
YBR041W	1.00308389834813	1
YBR042C	0.999938994730324	1
YBR058C-A	1.00000000000024	1
YBR068C	0.999938420853989	1
YBR069C	0.999999439666864	1
YBR084W	0.999938992742737	1
YBR085W	0.999938994051605	1
YBR092C	1.00000000000013	1
YBR093C	1.00000000000026	1
YBR097W	1.00000000000008	1
YBR110W	1	1
YBR115C	1.00001486170026	1
YBR117C	1.00566271040398	1
YBR121C	0.999938992742891	1
YBR126C	0.999940013380213	1
YBR127C	1.00000000000008	1
YBR132C	0.999999999999812	1
YBR145W	0.999004175623916	1
YBR149W	1	1
YBR153W	1.00038696596384	1
YBR159W	1.00000000000038	1
YBR161W	1.00000000000028	1
YBR166C	0.999948001074215	1
YBR176W	1	1
YBR180W	1	1
YBR183W	0.999938993654337	1
YBR192W	0.999963267280626	1
YBR196C	0.9986855152968	1
YBR199W	0.999999999999901	1
YBR204C	1.0005167864849	1
YBR205W	0.99999999999998	1
YBR208C	1.00000000000038	1
YBR213W	1	1
YBR218C	0.99972380229413	1
YBR221C	1.00231440607638	1
YBR244W	0.999945795608795	1
YBR248C	1.0000004089346	1
YBR249C	0.999995550544089	1
YBR252W	0.999999999999916	1
YBR256C	1.00002143455154	1
YBR263W	1.00852336450705	1
YBR265W	1.00000000000024	1
YBR291C	0.999938441462522	1
YBR293W	0.999984991186488	1
YBR294W	0.999938992742671	1
YBR296C	1.00000000000023	1
YBR298C	0.999999999999911	1
YBR299W	1	1
YCL004W	0.999979342877	1
YCL009C	0.999939266958789	1
YCL018W	0.999957424162259	1
YCL025C	0.999938994051364	1
YCL030C	1.00000237295591	1
YCL035C	0.999945162295561	1
YCL038C	0.999999999999955	1
YCL040W	1.00045910882204	1
YCL050C	0.99999519784481	1
YCL052C	0.999999999999743	1
YCL064C	0.999956829606982	1
YCL069W	0.999999999999921	1
YCR005C	1.00000000000015	1
YCR010C	0.999941995268521	1
YCR012W	1.00240007302789	1
YCR024C	1	1
YCR024C-A	1.00000000000038	1
YCR028C	0.999984991186612	1
YCR034W	0.99993899274276	1
YCR036W	0.999994350436242	1
YCR037C	1.00000000000023	1
YCR048W	0.999994081318814	1
YCR053W	0.999938496540281	1
YCR075C	0.999999999999921	1
YCR083W	1	1
YCR098C	0.999999973973731	1
YCR105W	0.999942093935136	1
YDL004W	1.01312627517114	1
YDL015C	0.999940324038437	1
YDL022W	0.999938711039385	1
YDL042C	0.999999999999911	1
YDL045C	1	1
YDL052C	0.999938992742773	1
YDL055C	1.00000148656414	1
YDL066W	1.0008680039301	1
YDL067C	1.00028577764629	1
YDL080C	0.999938994051396	1
YDL085W	1.00590680472438	1
YDL090C	0.999938992742306	1
YDL093W	1.00000880230491	1
YDL095W	1	1
YDL100C	1.00000000000008	1
YDL103C	0.999994330539646	1
YDL131W	1.00031352126835	1
YDL141W	0.999943358921274	1
YDL142C	0.999984991186672	1
YDL168W	0.999994350436272	1
YDL171C	1.00017952321899	1
YDL174C	0.999578959149613	1
YDL178W	0.999608881896156	1
YDL182W	1	1
YDL185W	0.99999999999999	1
YDL198C	1.00309064375482	1
YDL205C	1.00000000654961	1
YDL210W	0.999994351520735	1
YDL215C	0.999938992742458	1
YDL238C	0.99998499118639	1
YDL245C	0.999946336404398	1
YDL247W	0.999941908770558	1
YDR001C	0.999984991186415	1
YDR007W	1.00000013845731	1
YDR017C	0.999945248790626	1
YDR019C	0.999939464025352	1
YDR023W	0.999972265953546	1
YDR035W	0.99999554844473	1
YDR037W	1.00000593199098	1
YDR044W	1.00000002476039	1
YDR046C	0.999941908632422	1
YDR047W	1.00000002075918	1
YDR050C	0.999928999533615	1
YDR058C	1	1
YDR062W	1.00000000000024	1
YDR072C	0.999999999999989	1
YDR074W	1.00000187242049	1
YDR098C	1.00000000000011	1
YDR127W	1.00004129839401	1
YDR135C	0.999994324410406	1
YDR147W	0.999938992742866	1
YDR148C	1.00720943427644	1
YDR158W	0.999987334623928	1
YDR173C	0.99999435043646	1
YDR178W	1.00000000000038	1
YDR191W	0.99999999999995	1
YDR196C	0.999994350436054	1
YDR204W	0.999999999999989	1
YDR208W	0.99993899405133	1
YDR226W	0.999638363921688	1
YDR232W	0.999993824848372	1
YDR234W	1.0002338285772	1
YDR236C	0.999938421765972	1
YDR256C	0.99999435043651	1
YDR261C	0.999938992742739	1
YDR268W	0.99998499118667	1
YDR272W	0.999623013459845	1
YDR284C	1.00000000000019	1
YDR287W	0.999944840542617	1
YDR294C	1	1
YDR297W	1.00000000000019	1
YDR298C	1.25495218971312	1
YDR300C	0.999994392857419	1
YDR302W	1	1
YDR305C	0.999945248790386	1
YDR315C	0.999938992742553	1
YDR321W	0.999999999999989	1
YDR322C-A	1.00006104346046	1
YDR341C	1.00000869963069	1
YDR342C	0.999946336404398	1
YDR343C	0.999946336404398	1
YDR345C	0.999946336404398	1
YDR353W	0.9999399305853	1
YDR354W	1.00000564662089	1
YDR367W	0.999994350436235	1
YDR368W	0.999999999999989	1
YDR373W	0.999999999999989	1
YDR376W	0.999938966736022	1
YDR377W	1.00007910872662	1
YDR380W	0.99999999999999	1
YDR384C	0.999939647900497	1
YDR399W	1.00000000000024	1
YDR400W	1.0000000000001	1
YDR402C	1.00315723997891	1
YDR403W	1.00000000000024	1
YDR408C	0.999942360520243	1
YDR428C	0.99999999999999	1
YDR453C	0.99999999999999	1
YDR454C	1.00079190588584	1
YDR481C	1.00000000000024	1
YDR483W	0.99999999999989	1
YDR487C	1.00000007122887	1
YDR497C	1	1
YDR502C	1.00000000000024	1
YDR503C	0.999979917420303	1
YDR508C	0.999979342548051	1
YDR513W	0.999938992742401	1
YDR529C	1.00460416944194	1
YDR530C	1.0000000000001	1
YDR531W	1.00000000000028	1
YDR536W	0.999945792596947	1
YEL006W	0.999947721747995	1
YEL017C-A	1.00000000000038	1
YEL021W	1.00000006249422	1
YEL024W	1.00504798910646	1
YEL027W	1.00000000000038	1
YEL029C	1	1
YEL038W	0.999984991186873	1
YEL039C	0.999858433567158	1
YEL041W	1.00079791483096	1
YEL042W	1	1
YEL046C	0.999917286753112	1
YEL047C	0.999980092739051	1
YEL051W	0.99999999999999	1
YEL058W	1.00000051892494	1
YEL063C	1.00401377594068	1
YEL069C	0.999946336404398	1
YEL071W	1.00044484534759	1
YER003C	0.999941507973734	1
YER005W	1.00080000011926	1
YER014W	1.00000000016007	1
YER015W	1.00298996474757	1
YER019W	0.999994350436011	1
YER023W	1.000000099643	1
YER024W	0.999453030433224	1
YER026C	0.999945843268335	1
YER037W	0.999939488152493	1
YER043C	1.00002912553532	1
YER052C	0.99999129499552	1
YER053C	1.00308336014794	1
YER055C	1.00001104017265	1
YER056C	0.999938992742893	1
YER060W	0.999938992742893	1
YER060W-A	0.999938992742893	1
YER061C	1	1
YER062C	0.979706335983958	1
YER065C	0.999939607322839	1
YER069W	0.999994165341372	1
YER070W	0.999979341792541	1
YER073W	1.0019224345086	1
YER081W	0.999988799966389	1
YER086W	0.999946003254964	1
YER090W	1.00003873301223	1
YER091C	0.999991434866702	1
YER099C	1.00012777688789	1
YER119C	0.999999999999837	1
YER152C	1.0000001281885	1
YER170W	1.00000556357431	1
YER174C	1.00000000000008	1
YER175C	1	1
YER178W	1.00267856977255	1
YER183C	0.999994351520831	1
YFL001W	0.999938992743244	1
YFL011W	0.999946336404487	1
YFL017C	0.99999999999999	1
YFL018C	1.00313413315154	1
YFL022C	1.00000017799852	1
YFL030W	0.99993864914466	1
YFL045C	1.000197752962	1
YFL053W	1.00309072885746	1
YFL055W	0.999947269607447	1
YFR015C	0.999995013664461	1
YFR019W	0.999945767658157	1
YFR025C	1.00000001665823	1
YFR030W	0.999939580611442	1
YFR033C	1.00386220540544	1
YFR047C	0.999984991186697	1
YFR053C	0.999587274920107	1
YGL001C	0.999938996100987	1
YGL008C	0.999994350436252	1
YGL009C	1.00001542036452	1
YGL012W	1.00003057140332	1
YGL026C	1.00000003910245	1
YGL037C	0.999945249875022	1
YGL040C	1.00000000136173	1
YGL055W	1.01847089370383	1
YGL062W	0.999734542182922	1
YGL063W	0.999938992742751	1
YGL067W	0.999999999999916	1
YGL077C	0.999984993169188	1
YGL080W	0.999939076010911	1
YGL084C	1	1
YGL119W	1.00000000000024	1
YGL125W	0.999995265862372	1
YGL142C	0.999999999999743	1
YGL148W	1.00016706334093	1
YGL154C	1.00000293439206	1
YGL184C	0.999942094710414	1
YGL186C	0.999938992742805	1
YGL187C	1.00397449726684	1
YGL191W	1.00068716098887	1
YGL202W	0.999939572351505	1
YGL224C	0.999939012438831	1
YGL225W	0.999938993654552	1
YGL234W	1.00002126271127	1
YGL245W	1.00024428467154	1
YGL248W	0.999999999999743	1
YGL253W	0.999720911512365	1
YGL256W	1.00002997591067	1
YGR007W	0.999999998971401	1
YGR010W	0.999938992742697	1
YGR019W	0.999984991186535	1
YGR020C	1	1
YGR032W	1.00012024607886	1
YGR055W	1.00079096947108	1
YGR060W	0.999994409951855	1
YGR061C	1.00302091512265	1
YGR065C	1	1
YGR087C	0.978116031870001	1
YGR088W	0.999994350436198	1
YGR094W	1.000009277597	1
YGR096W	1	1
YGR110W	0.999938419612661	1
YGR121C	0.999938992743338	1
YGR124W	0.999992718809848	1
YGR138C	0.999994351520776	1
YGR143W	1	1
YGR155W	0.999939232397756	1
YGR157W	0.999939453412468	1
YGR170W	1.00040187665034	1
YGR171C	1	1
YGR175C	1.00027842145856	1
YGR177C	0.999945791568816	1
YGR180C	0.99993899365427	1
YGR183C	1.00175132654183	1
YGR185C	1.00001360238893	1
YGR191W	0.999999999999797	1
YGR192C	0.968521996986661	1
YGR193C	1.00262039995258	1
YGR194C	0.999938992742724	1
YGR202C	0.999984991186296	1
YGR204W	0.999672613414634	1
YGR208W	0.999948255484801	1
YGR209C	0.999947802075285	1
YGR240C	0.998450879262298	1
YGR243W	0.99993842176577	1
YGR244C	0.999979548895026	1
YGR247W	1	1
YGR248W	1.02035363486039	1
YGR254W	0.997653904306756	1
YGR255C	1.00000000000019	1
YGR256W	1.01176544331488	1
YGR260W	0.999999999999956	1
YGR264C	1.00014754340105	1
YGR267C	0.999999999999989	1
YGR277C	1.00000000000038	1
YGR282C	0.999938992743144	1
YGR286C	1.00000000000002	1
YGR287C	1	1
YGR289C	0.999984991186578	1
YGR292W	1	1
YHL003C	0.999938992742445	1
YHL011C	1.00013396796875	1
YHL016C	0.999984991186334	1
YHL032C	1.00000000000008	1
YHL036W	1.00081717150636	1
YHR001W-A	1.00200972933618	1
YHR002W	0.999984991186662	1
YHR007C	1.00000108181114	1
YHR011W	0.999972367734876	1
YHR018C	1.00000003974193	1
YHR019C	1.00000873020135	1
YHR020W	1.00003171843945	1
YHR025W	1.00867633885615	1
YHR026W	0.999999999999989	1
YHR037W	0.999994351520914	1
YHR039C-A	1.00000000000024	1
YHR042W	0.999953759149606	1
YHR046C	0.999944834841105	1
YHR051W	1.00080210572898	1
YHR063C	1.00000000000033	1
YHR067W	0.999938992742712	1
YHR068W	1	1
YHR072W	1.00000261073701	1
YHR074W	0.999979341792241	1
YHR091C	1	1
YHR092C	0.999946336404398	1
YHR094C	0.999946336404398	1
YHR096C	0.999946336404398	1
YHR100C	0.999999999999823	1
YHR104W	0.999939924246779	1
YHR106W	1	1
YHR123W	1.00000054495102	1
YHR128W	0.99999435152113	1
YHR137W	0.999939304584377	1
YHR144C	1.00720198363229	1
YHR162W	0.999939076010911	1
YHR163W	1.02036395607068	1
YHR174W	0.9979794303791	1
YHR183W	1.01176897975664	1
YHR190W	0.99995080221114	1
YHR208W	0.999916504671451	1
YHR216W	0.999957512440407	1
YIL002C	1.00000000000017	1
YIL006W	1.00309008918751	1
YIL009W	0.999979341792584	1
YIL010W	1	1
YIL013C	0.999979885636091	1
YIL020C	1.00000083264225	1
YIL053W	0.979741986710354	1
YIL066C	0.999984992271333	1
YIL074C	1.00080732812074	1
YIL078W	1.00006789112544	1
YIL083C	0.999938992742927	1
YIL094C	1.00000940047286	1
YIL099W	1	1
YIL107C	0.99999999999999	1
YIL111W	1.00394966855856	1
YIL116W	1.00000001271122	1
YIL124W	0.999994350436469	1
YIL125W	0.99994294839808	1
YIL134W	1	1
YIL145C	1	1
YIL155C	0.999939219724699	1
YIL160C	0.999999999999989	1
YIL162W	1	1
YIL172C	1	1
YIR027C	1	1
YIR028W	0.999939605335003	1
YIR029W	1	1
YIR031C	0.999999999999997	1
YIR032C	0.999994350436349	1
YIR034C	1.00000879671512	1
YIR037W	1.0007909942708	1
YJL005W	1.00000000000054	1
YJL026W	0.999938994051544	1
YJL045W	1.00000000000027	1
YJL052W	0.87734456409742	1
YJL060W	0.999939120828147	1
YJL068C	1	1
YJL071W	0.999938991480379	1
YJL088W	1.00000103358597	1
YJL091C	0.999938991172634	1
YJL097W	0.999942097593454	1
YJL100W	0.999939011772258	1
YJL101C	1.00000000000019	1
YJL121C	1.00116528463467	1
YJL129C	1	1
YJL130C	0.999940013143191	1
YJL134W	1.00000000000011	1
YJL137C	1.00000036836892	1
YJL139C	0.99999999999989	1
YJL153C	0.999956385702772	1
YJL155C	0.999938992742732	1
YJL166W	1.00259091640446	1
YJL167W	1.0000498046271	1
YJL196C	1.00000000000018	1
YJL198W	1.00000000000023	1
YJL212C	0.999938992742434	1
YJL214W	0.999946336404398	1
YJL216C	1	1
YJL219W	0.999946336404487	1
YJL221C	1	1
YJR001W	0.999938994051522	1
YJR009C	0.903821344509226	1
YJR010W	1.00000000000024	1
YJR013W	0.999999999999743	1
YJR016C	0.999965399064539	1
YJR019C	0.999938440550575	1
YJR025C	1.00000000000028	1
YJR048W	0.999858966406344	1
YJR049C	0.999979342547845	1
YJR057W	0.999994350436274	1
YJR073C	0.99997645518285	1
YJR077C	1.00308336014794	1
YJR078W	1	1
YJR095W	0.999938992742678	1
YJR103W	1.00079289909804	1
YJR105W	0.999941034428859	1
YJR109C	0.999945952730794	1
YJR110W	1.00309072885651	1
YJR121W	1.01240555877952	1
YJR130C	0.999939415068615	1
YJR133W	0.999994895943635	1
YJR137C	0.999939819060739	1
