genes	enzymes	shortNames	MWs	actions	k_scores
YBL015W	P32316	ACH1	58.71137	1	1000
YBR145W	P38113	ADH5	37.64764	1	1000
YBR252W	P33317	DUT1	15.30716	1	1000
YDR300C	P32264	PRO1	47.16164	1	1000
YER170W	P26364	ADK2	25.19373	1	1000
YOL086C	P00330	ADH1	36.84874	1	1000
YOR323C	P54885	PRO2	49.73991	1	1000
YJR069C	P47119	HAM1	22.09268	1	1000
YOR161C		PNS1	NaN	1	1000
YDR452W	Q04119	PPN1	78.34335	1	1000
YLR180W	P10659	SAM1	41.81793	1	50.7288232378687
YDR502C	P19358	SAM2	42.2555	1	50.7288232378687
YER043C	P39954	SAH1	49.12498	1	50.7288232378687
YJR105W	P47143	ADO1	36.37191	1	50.7288232378687
YBR117C	P33315	TKL2	75.02862	1	39.0265940789384
YER091C	P05694	MET6	85.85892	1	34.0250968776394
YGL125W	P53128	MET13	68.55958	1	34.0250968776388
YPL023C	P46151	MET12	73.94088	1	34.0250968776388
YPR074C	P23254	TKL1	73.80488	1	32.9639873624632
YGR087C	P26263	PDC6	61.57964	1	11.158139779412
YLR044C	P06169	PDC1	61.49468	1	11.158139779412
YLR134W	P16467	PDC5	61.91138	1	11.158139779412
YJL121C	P46969	RPE1	25.96689	1	8.71356049656257
YGR248W	P53315	SOL4	28.44737	1	4.72682454541447
YGR256W	P53319	GND2	53.92235	1	4.72682454541447
YHR163W	P38858	SOL3	27.78417	1	4.72682454541447
YHR183W	P38720	GND1	53.54274	1	4.72682454541447
YNL241C	P11412	ZWF1	57.5209	1	4.72682454541447
YOR095C	Q12189	RKI1	28.25777	1	2.52790508546765
YOR347C	P52489	PYK2	55.19478	1	1.76106503570958
YAL038W	P00549	CDC19	54.54404	1	1.76106503570958
YOR283W	Q12040	YOR283W	26.17622	1	1.64440437431792
YGR254W	P00924	ENO1	46.81564	1	1.64440437431792
YHR174W	P00925	ENO2	46.91368	1	1.64440437431792
YKL152C	P00950	GPM1	27.60828	1	1.64440437431792
YMR323W	P42222	ERR3	47.31216	1	1.64440437431792
YOR393W	P0CX10	ERR1	47.32712	1	1.64440437431792
YPL281C	P0CX11	ERR2	47.32712	1	1.64440437431792
YCR012W	P00560	PGK1	44.73787	1	1.18873626113899
YGR192C	P00359	TDH3	35.74626	1	1.18873626113899
YJL052W	P00360	TDH1	35.74956	1	1.18873626113899
YJR009C	P00358	TDH2	35.84645	1	1.18873626113899
YDR050C	P00942	TPI1	26.79508	1	1.1026176744269
YGR240C	P16861	PFK1	107.96906	1	1.09561084635114
YKL060C	P14540	FBA1	39.62024	1	1.09561084635114
YMR205C	P16862	PFK2	104.61673	1	1.09561084635114
YNL036W	P53615	NCE103	24.85889	0	0.146937113384026
YKL085W	P17505	MDH1	35.64959	0	0.146296497579286
YER141W	P40086	COX15	54.65792	0	0.145891666666667
YBR218C	P32327	PYC2	130.16549	0	0.144198709699574
YGL062W	P11154	PYC1	130.09827	0	0.144198709699574
YDL066W	P21954	IDP1	48.18986	0	0.1441125
YOR222W		ODC2	NaN	0	0.140800216451076
YPL134C		ODC1	NaN	0	0.140800216451076
YBL039C	P28274	URA7	64.70953	0	0.133931198022573
YJR103W	P38627	URA8	64.50989	0	0.133931198022573
YOL126C	P22133	MDH2	40.7305	0	0.127433678924699
YFL018C	P09624	LPD1	54.00934	0	0.111028357435195
YDR503C	Q04396	LPP1	31.58604	0	0.107871342044842
YPR021C		AGC1	NaN	0	0.097624001144424
YKL029C	P36013	MAE1	74.37529	0	0.0947846111873165
YER069W	Q01217	ARG5,6	94.86823	0	0.0753127384427565
YOR130C		ORT1	NaN	0	0.0753127384427565
YMR062C	Q04728	ARG7	47.84821	0	0.0753127384427565
YOL140W	P18544	ARG8	46.68082	0	0.0753127384427565
YGR204W	P07245	ADE3	102.20412	0	0.00186849601023414
YDR148C	P19262	KGD2	50.43011	0	0
YER070W	P21524	RNR1	99.56021	0	0
YGR180C	P49723	RNR4	40.05407	0	0
YIL066C	P21672	RNR3	97.51369	0	0
YIL125W	P20967	KGD1	114.41496	0	0
YJL026W	P09938	RNR2	46.14681	0	0
YLR438W	P07991	CAR2	46.08557	0	0
YMR246W	P47912	FAA4	77.26612	0	0
YOR317W	P30624	FAA1	77.86529	0	0
YOR388C	Q08911	FDH1	41.7138	0	0
