genes	enzymes	shortNames	MWs	actions	k_scores	EV_type	OE	minUsage	maxUsage	pUsage	unique	conectivity	groups	priority	foldChange_yield	foldChange_pRate
YAL060W	P39714	BDH1	41.58155	1	1000	essential	2	1.08996137082084e-06	0.00214763680963185	1.08996137082084e-06	1	5	0	1	1.0445652137781	1.04456521377811
YCR012W	P00560	PGK1	44.73787	1	1.2270714253939	essential	2	8.93967329265209e-07	0.00199599520170101	8.93967329265272e-07	1	4	0	1	0.983383733041068	1.03568205294758
YDR050C	P00942	TPI1	26.79508	1	1.2261609424324	essential	2	2.71291936305638e-08	0.00333110779375248	2.71292581118224e-08	1	2	0	1	1.0006199364352	1.00061993643519
YMR205C	P16862	PFK2	104.61673	2	1.21928629295054	essential	2	3.67220090903521e-07	6.60398519380223e-07	6.6037952959633e-07	1	9	0	1	1.00408494368777	1.06307222451856
YDR516C	Q04409	EMI2	55.92028	2	1.0004633338087	essential	2	2.22092650119604e-08	1.86179439461901e-07	1.86122878948836e-07	1	4	0	1	1.00820473275187	1.00820473275186
YAL038W	P00549	CDC19	54.54404	2	2.43513518028431	opt_isoenz_tight	2	0	1.83764312896392e-06	1.83762461382314e-06	0	6	2	2	1.03920950432068	1.10026025830192
YBL039C	P28274	URA7	64.70953	0	0.288223123335067	subOpt_isoenz	0	0	4.15289004659845e-08	0	0	12	6	2	0.999999999999906	0.999999999999912
YER070W	P21524	RNR1	99.56021	0	0.278185415004635	subOpt_isoenz	0	0	4.87266676416399e-07	0	0	24	7	2	0.999999999999956	0.999999999999955
YIL066C	P21672	RNR3	97.51369	0	0.278185415004635	subOpt_isoenz	0	0	4.87266676416659e-07	0	0	24	7	2	1.00000000000057	1.00000000000057
YJL026W	P09938	RNR2	46.14681	0	0.278185415004635	subOpt_isoenz	0	0	4.87266676414848e-07	0	0	24	7	2	0.99999999999993	0.999999999999934
YMR145C	P40215	NDE1	62.77345	0	0.251837941631569	subOpt_isoenz	0	0	7.94813625004554e-05	0	0	6	9	2	0.999999999999951	0.999999999999955
YDL052C	P33333	SLC1	33.88654	0	0.247365076388417	subOpt_isoenz	0	0	2.97211162853318e-06	0	1	28	0	2	0.999999999999911	0.999999999999913
YDR231C	Q04935	COX20	23.75778	0	0.229345720355644	subOpt_isoenz	0	0	8.5197569299662e-05	0	0	7	12	2	0.999999999999883	0.999999999999886
YGR062C	P53239	COX18	35.64994	0	0.229345720355644	subOpt_isoenz	0	0	8.5197569299662e-05	0	0	7	12	2	0.999999999999883	0.999999999999886
YHR116W	P38824	COX23	17.31758	0	0.229345720355644	subOpt_isoenz	0	0	8.5197569299662e-05	0	0	7	12	2	0.999999999999883	0.999999999999886
