genes	enzymes	shortNames	MWs	pathways	actions	k_scores	EV_type	OE	minUsage	maxUsage	pUsage
YER073W	P40047	ALD5	56.69214	sce00010  Glycolysis / Gluconeogenesis sce00071  Fatty acid degradation sce00280  Valine, leucine and isoleucine degradation sce00310  Lysine degradation sce00330  Arginine and proline metabolism sce00340  Histidine metabolism sce00380  Tryptophan metabolism sce00410  beta-Alanine metabolism sce00561  Glycerolipid metabolism sce00620  Pyruvate metabolism sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics	1	1000	subOpt_isoenz	2	0	6.15658383007028e-10	0
CAD	B3IUN8	CAD	52.754		2	1000	tightly_const	2	0.000714213346490444	0.000714213346491872	0.000714213346490444
YBR296C		PHO89	NaN		1	54.1265740791941		2	NaN	NaN	NaN
YCR037C		PHO87	NaN		1	54.1265740791941		2	NaN	NaN	NaN
YJL198W		PHO90	NaN		1	54.1265740791941		2	NaN	NaN	NaN
YML123C		PHO84	NaN		1	54.1265740791941		2	NaN	NaN	NaN
YNR013C		PHO91	NaN		1	54.1265740791941		2	NaN	NaN	NaN
YOL126C	P22133	MDH2	40.7305	sce00020  Citrate cycle (TCA cycle) sce00270  Cysteine and methionine metabolism sce00620  Pyruvate metabolism sce00630  Glyoxylate and dicarboxylate metabolism sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01200  Carbon metabolism	1	7.96010104014749	essential	2	2.19502591391311e-08	0.00122809892922186	2.19507367260795e-08
YKL085W	P17505	MDH1	35.64959	sce00020  Citrate cycle (TCA cycle) sce00270  Cysteine and methionine metabolism sce00620  Pyruvate metabolism sce00630  Glyoxylate and dicarboxylate metabolism sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01200  Carbon metabolism	1	7.64965436664069	essential	2	9.89377748539517e-07	0.00140409601604828	9.89406936633399e-07
YNR001C	P00890	CIT1	53.35945	sce00020  Citrate cycle (TCA cycle) sce00630  Glyoxylate and dicarboxylate metabolism sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01200  Carbon metabolism sce01210  2-Oxocarboxylic acid metabolism sce01230  Biosynthesis of amino acids	2	7.64965436664069	opt_isoenz_tight	2	0	1.33324038008257e-06	1.33320909612556e-06
YGL062W	P11154	PYC1	130.09827	sce00020  Citrate cycle (TCA cycle) sce00620  Pyruvate metabolism sce01200  Carbon metabolism sce01230  Biosynthesis of amino acids	2	3.98433176949075	opt_isoenz_tight	2	0	3.44503378597312e-06	3.44448805286138e-06
YNL036W	P53615	NCE103	24.85889	sce00910  Nitrogen metabolism	1	2.76698074338895	opt_isoenz	2	0	0.00201216424520703	2.37286958877751e-10
YAL038W	P00549	CDC19	54.54404	sce00010  Glycolysis / Gluconeogenesis sce00230  Purine metabolism sce00620  Pyruvate metabolism sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01200  Carbon metabolism sce01230  Biosynthesis of amino acids	2	2.47282821218745	opt_isoenz_tight	2	0	1.92313201149277e-06	1.92311295788917e-06
YGR254W	P00924	ENO1	46.81564	sce00010  Glycolysis / Gluconeogenesis sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01200  Carbon metabolism sce01230  Biosynthesis of amino acids sce03018  RNA degradation	1	2.31480988827716	opt_isoenz	2	0	0.00107042489104654	1.97360692462133e-06
