rxn_IDs	rxnNames	K_score	grRules	rxn_formula
r_1120	carnithine-acetylcarnithine carrier	1000	YOR100C	(R)-carnitine[m] + O-acetylcarnitine[c] => (R)-carnitine[c] + O-acetylcarnitine[m]
r_2221	fatty acyl-CoA transport via ABC system (C16:0)	1000	YKL188C and YPL147W	ATP[c] + H2O[c] + palmitoyl-CoA[c] => ADP[c] + H+[c] + palmitoyl-CoA[p] + phosphate[c]
r_1112_REV	AKG transporter, mitochonrial (reversible)	1000	YMR241W	2-oxoglutarate[m] + citrate[c] => 2-oxoglutarate[c] + citrate[m]
r_0057No1	3-hydroxyacyl-CoA dehydrogenase (3-oxotetradecanoyl-CoA) (No1)	1000	YKR009C	(S)-3-hydroxytetradecanoyl-CoA[p] + NAD[p] + 7.1592e-07 prot_Q02207[c] => 3-oxotetradecanoyl-CoA[p] + H+[p] + NADH[p]
r_0102No1	acetyl-CoA C-acyltransferase (myristoyl-CoA) (No1)	1000	YIL160C	3-oxopalmitoyl-CoA[p] + coenzyme A[p] + 1.8769e-05 prot_P27796[c] => acetyl-CoA[p] + myristoyl-CoA[p]
r_0105No1	acetyl-CoA C-acyltransferase (lauroyl-CoA) (No1)	1000	YIL160C	3-oxotetradecanoyl-CoA[p] + coenzyme A[p] + 1.8769e-05 prot_P27796[c] => acetyl-CoA[p] + lauroyl-CoA[p]
r_0123No1	acyl-CoA oxidase (hexadecanoyl-CoA) (No1)	1000	YGL205W	oxygen[p] + palmitoyl-CoA[p] + 3.5612e-06 prot_P13711[c] => hexadec-2-enoyl-CoA[p] + hydrogen peroxide[p]
r_0125No1	acyl-CoA oxidase (tetradecanoyl-CoA) (No1)	1000	YGL205W	myristoyl-CoA[p] + oxygen[p] + 3.2337e-05 prot_P13711[c] => hydrogen peroxide[p] + trans-tetradec-2-enoyl-CoA[p]
r_0217No1	aspartate transaminase (No1)	1000	YKL106W	L-glutamate[m] + oxaloacetate[m] + 4.8393e-07 prot_Q01802[c] => 2-oxoglutarate[m] + L-aspartate[m]
r_0253No1	carnitine O-acetyltransferase (No1)	1000	YML042W	(R)-carnitine[p] + acetyl-CoA[p] + 1.0808e-06 prot_P32796[c] => coenzyme A[p] + O-acetylcarnitine[p]
r_0254No1	carnitine O-acetyltransferase (No1)	1000	YML042W	coenzyme A[m] + O-acetylcarnitine[m] + 1.0808e-06 prot_P32796[c] => (R)-carnitine[m] + acetyl-CoA[m]
r_0256No1	catalase (No1)	1000	YDR256C	2 hydrogen peroxide[p] + 3.268e-10 prot_P15202[c] => 2 H2O[p] + oxygen[p]
r_0301No1	citrate synthase, peroxisomal (No1)	1000	YCR005C	acetyl-CoA[p] + H2O[p] + oxaloacetate[p] + 2.4802e-05 prot_P08679[c] => citrate[p] + coenzyme A[p] + H+[p]
r_0402No1	fatty-acid--CoA ligase (hexadecanoate) (No1)	1000	YER015W	ATP[p] + coenzyme A[p] + palmitate[p] + 0.0095785 prot_P39518[c] => AMP[p] + diphosphate[p] + palmitoyl-CoA[p]
r_0831No1	oxoglutarate dehydrogenase (dihydrolipoamide S-succinyltransferase) (No1)	1000	YIL125W and YDR148C and YFL018C	coenzyme A[m] + S(8)-succinyldihydrolipoamide[m] + 9.992e-06 prot_P09624[c] + 9.992e-06 prot_P19262[c] + 9.992e-06 prot_P20967[c] => dihydrolipoamide[m] + succinyl-CoA[m]
r_0832No1	oxoglutarate dehydrogenase (lipoamide) (No1)	1000	YIL125W and YDR148C and YFL018C	2-oxoglutarate[m] + H+[m] + lipoamide[m] + 9.992e-06 prot_P09624[c] + 9.992e-06 prot_P19262[c] + 9.992e-06 prot_P20967[c] => carbon dioxide[m] + S(8)-succinyldihydrolipoamide[m]
r_0845No1	peroxisomal acyl-CoA thioesterase (No1)	1000	YJR019C	H2O[p] + lauroyl-CoA[p] + 2.7421e-05 prot_P41903[c] => coenzyme A[p] + H+[p] + laurate[p]
