Row	lpac	nbutanol	docosanol	rrbutanediol	phenylethanol	glycerol	methylbutanol	isobutanol	sreticuline	psilocybin	cinnamoyltropine	choline	hypoxanthine	xanthine	nicotianamine	ergothioneine	glutathione	alanine	arginine	asparagine	aspartate	citrulline	cysteine	glutamate	glutamine	glycine	histidine	homoserine	isoleucine	leucine	lysine	methionine	phenylalanine	proline	serine	threonine	tryptophan	tyrosine	valine	ornithine	hydroxymandelicacid	cinnamate	mandelicacid	coumaricacid	rosmarinicacid	salidroside	tyrosol	vanillinbetaglucoside	betaionone	putrescine	spermine	ara	dha	epa	ffas	laurate	oleate	palmitoleate	triacylglycerol	ergosterol	catechin	genistein	kaempferol	naringenin	quercetin	hpasp	hpmalcoa	adipicacid	cismuconate	itaconicacid	caffeicacid	succinate	lactate	malate	oxoglutarate	acetate	citrate	fumaricacid	glycolate	hexanoate	pyruvate	resveratrol	astaxanthin	betaxanthin	betacarotene	artemisinicacid	farnesene	amorphadiene	geraniol	limonene	linalool	lupeol	oleanolate	patchoulol	protopanaxadiol	santalene	betaamyrin	glycyrrhetinicacid	lycopene	miltiradiene	nootkatone	squalene	taxadienalphaylacetate	valencene
lpac	0	7.09406671024735	14.4913235768162	6.06517673509294	5.60641786072874	5.4799121071778	8.39135291717229	7.43093400431502	19.8657359160006	42.9981147995775	44.4505640309705	19.8683924534348	36.0998145407672	41.4841642088425	20.5955186888101	24.429283580665	10.6556159280868	3.75353527117918	4.40174679962572	4.42340682241507	5.28838026902205	4.66445672362176	12.908730379739	7.93069290235996	4.04837571632884	4.13760916965543	7.23439815052355	5.91063590627727	7.2921822679707	7.47145820638519	7.54197737412153	12.0156027656367	6.31961554399571	9.20042030625558	4.7309029180071	6.62332422960866	9.67702289035477	6.26483944121908	6.93457371810717	9.54467298812503	6.21481327295547	6.20347833393806	6.32590861948326	6.12266934392789	6.58349711262008	82.5170565373813	98.1961803749107	20.5738020700994	19.1347118205965	9.72770210749257	12.9287015602182	14.5650711290572	12.6816491525089	14.0211238276345	10.2054509668929	13.6315734053637	10.2048382885842	10.106561879616	18.7087024243128	10.7696499209252	14.6770738076465	20.6481187408859	17.0834130711426	15.3057870989313	16.7222218150141	6.77543486157981	10.6563801551352	5.12021898227917	6.44572453471338	9.61096690228047	33.3474020611864	7.58958995885204	5.72077715079042	10.0200623907105	11.8565073258315	9.68636698596731	10.1277506473014	10.455598264189	20.4715444580629	24.3178764676128	5.86573568104655	10.7601428909303	24.5354344297798	10.538583476497	15.0377339560704	10.767865146277	10.6699267850869	10.6693017417721	10.5230823111219	10.6732657863953	10.5249433611094	14.524336366734	12.3505237604697	14.2923525307651	19.4254138612014	10.6697465264039	10.5824225074365	17.3072599242041	17.9636228490768	29.5093343539341	11.2070258442945	1040.96243403788	14.1147981865523	10.7677150564249
nbutanol	7.09406671024735	0	12.9288324378637	7.64912005498606	6.76051673337075	8.63626616205187	5.2796266811749	8.36713516788204	19.2635536901771	42.4241328532526	44.1832659838811	17.5378691413563	33.6403475919916	38.9299774826426	19.218654697982	22.1672966160806	8.67098528078371	8.19191009504212	6.22010723997049	6.92945158542523	7.48295896033705	6.12731265528517	11.7251356792766	6.31495038328938	6.25331365731304	7.99196797457544	8.17923766577475	6.40378772778997	5.49434078009826	5.36362547292167	5.88595021667363	9.36952049655375	7.24460627346995	7.21831357376685	8.14951976145921	6.29103840026192	8.8472371915236	7.3503301745249	7.66799397358259	7.53439242906085	7.23711377172604	7.1435223616827	7.22152635661352	7.22887326741043	7.17539675596372	82.5758105845352	98.2114654301779	21.3165422016343	17.4838326341955	7.39749854812452	11.0497670295362	13.2158236008492	11.1156433565823	12.6555141000905	8.33100160492612	11.1454162544634	8.29968310610296	8.24351618155329	16.0968309916275	7.66444736944069	13.4146002170104	20.0769641260872	15.0624546543284	14.1162015617673	14.7766207132124	6.15289028904933	9.14148016912087	7.57119400777876	7.83472791526182	6.93401707811604	33.556128867016	7.45689880795744	9.17286175518629	10.2423332865512	9.02462720456641	7.6904692628831	9.68742182500098	10.4413952763508	17.0205601376799	21.4372238697851	9.16057194568957	8.90044093934879	23.3201345401254	11.1054489485709	12.8847182534342	8.07451945330502	7.39203860683264	7.39123926866203	7.25517425028409	7.39691448955253	7.25764017275917	12.4525684566779	10.0695401152441	12.0651426499993	17.97654743372	7.39180285576385	7.50617038416596	15.5033497368929	16.2011666578116	28.4765724445144	7.97527118333417	1039.95429835464	11.7622598968362	7.53033155463417
docosanol	14.4913235768162	12.9288324378637	0	15.5825299259993	13.1224116831808	15.2452561175529	11.8301885928983	16.2902266549749	11.2118975340875	33.1799818569324	35.7929029401984	15.8628396915688	30.5159332626014	35.3812182553815	13.3570366346356	14.4884246141754	12.1637125742782	15.6367145613582	13.0702034372344	13.0420706351616	14.9503169806814	13.4168056624264	14.6316677419953	13.4644912229568	13.9562577803507	14.6972616994593	12.1940559313446	14.3414468530735	13.9022769725103	12.6486155553866	12.3095452125403	13.4986257768992	13.1004370872362	13.9523166641245	14.1351173343657	13.6470360445558	12.066408928429	13.0477441112	15.4807814207231	14.1332305051063	12.7830863577589	13.0445051925628	12.7637769692153	12.7135212012542	12.2514739571276	74.0675963246723	89.6422287415249	15.185881713501	10.9255753695983	14.0805511546123	12.9175199939344	3.24873713998531	3.95840178976916	2.92384652439823	9.00404467915147	9.34472065466136	9.04354357431995	9.07926306797859	14.6985574319485	12.5805323819735	5.00222162161482	10.2704014538384	6.63754311274447	5.00424469227666	6.46242695463668	12.9329672805103	9.7295842371406	14.1981284408007	13.1276757262266	12.4034847956392	25.7411464886502	13.9252797717188	16.6760125637542	14.3253104034116	12.8913272226872	12.5890547837343	13.940866704681	14.2050991432892	18.5508915643227	16.9514923537436	15.8619107664981	8.72821369670315	15.8259806253905	9.68267476788509	8.58931817186624	13.0734467424374	12.1159706931264	12.1600693716295	12.1514747257094	12.1437058787009	12.053474057567	8.93079162097113	9.97261560040887	8.43273969040231	11.761920333906	12.1264333846019	12.4593281317125	10.0509359399952	10.1301244276741	20.4653115031979	11.3130514741438	1030.49111816182	8.25861158672156	11.2070734252055
rrbutanediol	6.06517673509294	7.64912005498606	15.5825299259993	0	8.02170021714533	8.68513251734914	8.94176775023669	5.84524077037179	21.3443239894032	44.0005430141168	44.8772093521426	22.4934573531322	38.7085735184383	44.0849720637044	23.3344644838809	26.8429483352391	13.0372258030034	5.8679320542679	7.94724189121065	8.23371248031884	5.52624877497355	7.58939056895573	15.5111204002042	8.82644970748516	7.00503125864951	7.83114721501147	11.1711931092044	6.99618486883737	8.55440912661886	8.02648500692408	9.58339518280704	14.1377895213341	9.11017746271938	9.92503896083124	8.97941255473403	8.93104734961586	12.8714284916662	9.0769856556987	6.30737178720835	10.2449257177886	9.00298699955775	9.03000161467705	9.2783075089909	8.97911172395809	9.34860493469654	82.7882833439029	98.3841212003131	21.6422144497386	19.6642481489814	10.2874350689161	15.7223499220403	16.1148536947364	14.5126021478481	15.49571282936	11.5524882694614	15.2036902225279	11.533819939344	11.4109581617203	21.3795736252802	11.7850798601486	15.9996378317248	21.796119556146	18.5467830870032	16.7736386957	18.1492479888682	8.35019002069153	12.7170378028966	7.53157274012277	9.66296248066942	11.0383307206981	33.9805346100672	9.33419026383551	4.67139544718664	13.7832435672437	13.4294897210589	10.6994854550844	13.7762164476056	14.1347912467481	22.0752801642667	26.0565214144775	7.09227601731438	12.7342683342395	24.9002322627721	12.4473476878765	15.701933600123	11.4995548732075	11.5852813722252	11.5847472991004	11.4412032185971	11.5883797039629	11.4428212934634	15.1264284961214	12.9604007376182	14.9785084215906	19.8488267213034	11.585125234152	11.4015446651796	17.8469204410559	18.52155287814	29.8452873641154	12.1212796377257	1041.40189078646	14.8371489065253	11.6745187483714
phenylethanol	5.60641786072874	6.76051673337075	13.1224116831808	8.02170021714533	0	7.71419764961374	7.27376503341389	8.82444514204448	18.4781515082049	42.1856597631507	44.1146532542772	17.7746522393698	33.3124691169915	38.7434158921673	18.8324875508807	22.2468406501123	8.1564300298818	6.75644062805201	5.19208297422447	5.40681959499745	7.32366041581258	5.50310775336403	10.812225036332	7.6415365363377	5.46397763363594	6.5385288806335	6.31978453054216	6.88858215472579	6.97301355080186	6.81380816687975	7.03832513713853	9.78224933796071	2.73701128065927	8.46981687597506	6.30132844705397	7.13651884633355	6.60396704536894	2.8837579918468	7.93636316626109	8.81944375860367	2.65243743841248	2.45699485417101	2.80806832958439	2.55859863017113	2.59680029433359	82.4017716604026	98.0321782936971	20.3363305128344	18.2617225629158	8.88195731988649	10.9136394403887	13.0138061079919	10.8323239944184	12.5290870965164	8.60387014199047	11.8260991451641	8.49428088949226	8.41814897218725	16.3947634439686	8.96523116987003	12.8871981361925	19.4581272707755	15.1311920589673	13.4659594586006	14.7707063741519	7.60987817802833	9.67281253062988	3.14575779390826	3.63592556311001	8.56705611972564	32.8693886687766	8.11989781349997	8.87652369153367	10.2516671176495	10.6595250509727	9.6276151481819	10.1329274363286	9.94896526230658	19.4769868098167	22.3481792390571	7.75987345488912	7.8914296982112	23.8569572802159	8.603427329104	13.9180200252767	9.38902784802072	9.13446546750784	9.13380898620838	9.15371910503952	9.1384063668304	9.15569507697416	13.5288157360492	11.2379020828812	13.2650851013685	18.738483211341	9.13427239979436	9.18023261866461	16.2238969905567	17.0347960390401	28.9791324635686	9.377943702752	1040.46005379482	12.9022201111633	9.24693999464856
glycerol	5.4799121071778	8.63626616205187	15.2452561175529	8.68513251734914	7.71419764961374	0	9.87490133438843	9.78225008827132	20.175493695646	43.0998797953735	44.7710910105865	19.1657774044334	35.4162871865622	40.7611194259332	20.1457024102643	23.9800338766251	11.4995764467262	7.49227826638923	7.09782800987321	7.00960730613578	8.6388292964856	7.46254045142064	13.4697555811169	9.95774235715276	7.12214424271058	6.17954874235638	8.57819110561701	8.87745928179577	9.32376900265333	9.5448787406214	8.86044730952518	12.3494850023021	8.6014575763339	11.0136589643339	6.62517766942271	7.89424496478915	10.7669781585401	8.53407240395328	9.79180451146522	11.2316236743763	8.47542456264064	8.51649399328457	8.65247558328079	8.42998652425526	8.43287843300269	82.6246038463278	98.3310370888316	21.0607758911991	19.3228201118016	11.3448829745022	13.01381175816	15.275142137205	13.4786154842796	14.8310088235116	11.4595059754536	14.3904296519677	11.4376474203853	11.3778387880629	18.1096599918523	11.1431352085311	15.5733918690283	21.3058817205407	17.626012678425	15.9542845590219	17.330537097065	8.90008297090228	11.6903484646892	7.24179543813778	8.43919300842258	11.076097143758	33.8414356973692	8.86587535756377	9.00909481104	10.058747995729	12.8500897405811	10.9586487700882	10.8015860687901	10.708799814333	20.3546576886495	24.0919307281932	9.15538073669088	11.6556143080278	24.7175009145652	12.0888885362357	15.2802346248954	11.0487098607741	10.9919154938884	10.9913417740904	10.800712699836	10.9951750309946	10.8024511932617	14.7095886989719	12.5412617417731	14.5062076426317	19.5394363984409	10.9917483579416	10.840669646316	17.5261437164879	18.1658429381796	29.6217994595886	11.5983046099081	1040.51419516782	14.4024133282832	11.0861607079751
methylbutanol	8.39135291717229	5.2796266811749	11.8301885928983	8.94176775023669	7.27376503341389	9.87490133438843	0	8.47304329664806	19.1003669623255	42.2406783097092	44.1850146874018	16.8096061091298	32.2169265271743	37.4505689658684	18.4402172118498	21.6062513707395	8.16099909687061	9.55451412694308	7.00735731700355	7.54166607655932	8.56248881962427	6.84565140826327	12.3388031589112	6.71037565229425	7.38652113613392	9.06747279912117	8.13545970716458	8.04631699334057	7.66301262168819	3.267990175543	6.175306431342	10.2927344404151	7.75224732538463	7.07569310671324	8.95104602900124	7.80511423221766	8.40742008943154	7.62257437814842	7.46447506396093	7.51775328784543	7.21162672781704	7.65786696405601	7.37634114655899	7.50530425372978	7.14793375255314	82.6347741479323	98.2443691250429	21.6093244363606	17.3167989872669	7.42919927240289	10.3716058277179	12.3905934619213	10.1157602302127	11.8468658440641	7.16891988129726	9.76437607443685	7.16933941411068	7.11927720318371	14.7540782675361	7.92614226676798	12.752299479207	19.4606964497085	14.2515766437436	13.211881037635	13.9760190376362	6.84122254771164	8.1594439821174	8.3124634604586	7.88914663580849	6.43955275909072	33.6126482495586	7.71441872014131	10.3823581871921	10.2228719955896	8.23587607644663	7.34461396990591	9.7990249141334	10.2189045714249	16.8943296386774	19.8413635936821	10.028780031159	7.40407142928628	23.2218397897315	11.2070827668595	12.6614448962118	8.03251191308533	7.03864231511392	7.03783997851214	6.9645865353947	7.04378342848097	6.96707184643027	12.3279121579131	10.0267290081846	11.8756739703962	17.9213849382195	7.03840354920066	7.30326546475693	15.3231987879648	16.0319687355443	28.3827685170831	7.50929219699155	1039.73296524648	11.4962589507144	7.18295963199726
isobutanol	7.43093400431502	8.36713516788204	16.2902266549749	5.84524077037179	8.82444514204448	9.78225008827132	8.47304329664806	0	21.6809812410358	44.143141073787	44.9591011194192	22.8793839606054	38.8750740460527	44.2423023896684	23.6502355797066	27.0921561693455	13.4266297640905	7.27713511422446	8.68703991458745	9.22642982687474	7.02647470406166	8.19467962837126	15.8449606076616	9.44224329722855	7.90324091362067	8.92403938518923	11.939735520122	8.16538820081269	9.02581832887106	7.60239731018667	10.2306363230106	14.5874500920924	9.82479274970542	9.53824420163763	9.90599465687191	9.94857010100135	13.3169135811487	9.82333445572285	4.78598747023726	9.87064929115166	9.7562292650539	9.75049487052179	9.9863715939873	9.73305225085469	10.0802199340777	82.878935540681	98.4540419942421	21.9896833851172	20.036478967954	9.85480463356255	15.9276307366532	16.679159843288	15.1256350138973	16.0862586475119	12.4640920354941	15.9151576511424	12.4243084676965	12.3110146030212	21.7215810966006	12.3661690329275	16.5058089280945	22.1980672808933	18.9547191098344	17.2667411038536	18.5666317367006	9.30653189513002	13.6400569916761	8.37674585351579	10.3485537335535	11.5564361226128	34.1894851669609	9.85332195447148	6.58196868435458	14.1242064416399	13.937760463461	11.9449065756543	14.1546565291093	14.3872578983935	22.5909523989872	26.5355957202065	8.05854840141151	13.361236969558	25.1832584599679	12.9742857406464	16.1633525738019	12.1572151111625	12.2114207826377	12.210903548609	12.0968620818535	12.2143544349832	12.0984161481962	15.630215402408	13.5600379663038	15.4806695363653	20.2453157770511	12.2112701452377	12.0602056831142	18.2473585554457	18.9147430147047	30.0957881628255	12.6847995691785	1041.50598467868	15.3204318924738	12.2963399706787
sreticuline	19.8657359160006	19.2635536901771	11.2118975340875	21.3443239894032	18.4781515082049	20.175493695646	19.1003669623255	21.6809812410358	0	24.0175618938947	26.8407618279599	20.9887094431732	33.2733132170446	37.9281369426489	13.9821627468924	13.0579285431162	18.2966615992491	20.626810299958	18.9159197305821	18.9237702153255	20.6681614704302	19.1887046285049	19.3666264344066	19.662786212918	19.4633132791108	19.8355594985673	18.1967336083885	19.9536794913806	19.4509979240333	19.3395365524073	18.8546656810134	18.7498776624343	18.3028349339474	19.934473393351	19.3104051390117	19.2777235229555	17.8019376859979	18.3061008418546	20.9667900694538	19.9774269379122	18.2570381359756	18.2811207669876	18.2015620074323	17.9184305768695	17.8338526395314	65.1912454483303	80.7912729524046	7.26881273119456	8.28192468344611	20.0038343090053	18.8258589443799	9.22039069029712	11.8767294702799	9.71643770009727	18.6798277165027	19.1669389605976	18.6240376678638	18.6368311986942	20.73044208033	19.0132558120167	7.99549266955933	4.84074315959382	8.41214334867855	8.17338618974771	8.43987275254861	19.4072377335649	18.9028943813998	19.1050247536996	18.3804657964681	19.1805282737751	16.3597755282684	19.8415611622715	21.9504144354719	19.671133137446	19.658080713829	19.8190800164418	19.5608832845561	19.4159592265665	24.1463902557714	24.5384405446532	20.9342469986142	16.85659444449	9.42925489831558	10.89801848492	10.6643007186578	19.5248294467281	19.1012915458259	19.156633515795	19.1916415861485	19.1340833834828	19.0687803227015	11.3126645364681	14.406642288449	11.310680969955	8.76607358319204	19.1144354141848	19.2851588464537	9.40988593384127	8.66976797129051	12.9842873635343	17.8942482992853	1022.49718403904	11.4376423632986	17.9210754075281
psilocybin	42.9981147995775	42.4241328532526	33.1799818569324	44.0005430141168	42.1856597631507	43.0998797953735	42.2406783097092	44.143141073787	24.0175618938947	0	8.04847221454066	41.8039373944501	47.7379390527802	50.6389305467707	32.4574478110938	29.2216554392127	41.3710597228575	43.4879816939724	42.2630860906731	42.2888324698675	43.4519406016393	42.4139988967385	41.9853501438297	42.4383366135143	42.5856661512689	42.8975154165645	41.6139655801553	42.9698883272406	42.5952843292323	42.4045570731606	41.8973821054039	41.7459162581059	41.9863850112038	42.5674722566316	42.486292441821	42.443583734084	41.1504586115241	41.9899148835615	43.5734049863312	42.5429935463272	41.9467136071464	41.9844812956703	41.8647695097076	41.6112322116925	41.6244592341424	42.4854711387178	57.8363261982259	23.4632480440334	26.7894420309896	42.5602471187378	41.3187179763807	31.6609594355442	34.7046901319259	32.2221212302537	41.8142749898954	41.5463972505041	41.7829231758996	41.8001647829215	41.7552018395999	41.8462058547976	30.7260522423468	23.7064978096346	29.7922503340067	30.6297710036806	30.0000802177969	42.4147129680627	41.7860629534785	42.6084908199486	41.9459578698132	41.9129073275285	12.4770765932152	42.6300602618597	44.3451299193009	42.1430201039175	41.9696418944588	42.464258051256	41.996676790866	41.9414583911426	43.5706680053095	43.1108736633859	43.5890767456302	40.1298342100042	21.0557301151046	34.1431480429319	31.8143096991881	42.1268359257611	41.8515091100246	41.9111332520428	41.9477403175349	41.8855516610341	41.8152102241534	32.5091527051481	36.2703136566715	32.7069390158277	26.6113175357718	41.8656730738905	41.9979125277604	29.2669304015646	28.1270559553275	16.3745275060845	40.5096253580073	998.922180911351	33.012371084269	40.5711983993137
