genes	enzymes	shortNames	MWs	actions	k_scores
fdyG	P39831	fdyG	27.249	1	1000
YBR117C	P33315	TKL2	75.02862	1	38.5980267206351
YPR074C	P23254	TKL1	73.80488	1	33.5480161472079
YBR296C		PHO89	NaN	1	23.7021174952119
YCR037C		PHO87	NaN	1	23.7021174952119
YJL198W		PHO90	NaN	1	23.7021174952119
YML123C		PHO84	NaN	1	23.7021174952119
YNR013C		PHO91	NaN	1	23.7021174952119
YJL121C	P46969	RPE1	25.96689	1	13.3479738534989
bcere0029_32090		bcere0029_32090	NaN	1	12.0563608428551
A7U8C7	A7U8C7	A7U8C7	61.24	1	12.0563608428551
YGR248W	P53315	SOL4	28.44737	1	7.54082734473578
YGR256W	P53319	GND2	53.92235	1	7.54082734473578
YHR183W	P38720	GND1	53.54274	1	7.54082734473578
YHR163W	P38858	SOL3	27.78417	1	7.54082734473578
YNL241C	P11412	ZWF1	57.5209	1	7.54082734473578
YLR027C	P23542	AAT2	46.05711	1	5.45817225848691
YOR095C	Q12189	RKI1	28.25777	1	4.13988997426958
YGL062W	P11154	PYC1	130.09827	1	3.88038584084767
YBR218C	P32327	PYC2	130.16549	1	3.88038584084589
YNL036W	P53615	NCE103	24.85889	1	2.96498137576608
YAL038W	P00549	CDC19	54.54404	1	2.03456383209816
YOR347C	P52489	PYK2	55.19478	1	2.03456383209816
YGR254W	P00924	ENO1	46.81564	1	1.90833029408749
YOR283W	Q12040	YOR283W	26.17622	1	1.90833029408749
YHR174W	P00925	ENO2	46.91368	1	1.90833029408749
YKL152C	P00950	GPM1	27.60828	1	1.90833029408749
YMR323W	P42222	ERR3	47.31216	1	1.90833029408749
YOR393W	P0CX10	ERR1	47.32712	1	1.90833029408749
YPL281C	P0CX11	ERR2	47.32712	1	1.90833029408749
YCR012W	P00560	PGK1	44.73787	1	1.08178593912904
YGR192C	P00359	TDH3	35.74626	1	1.08178593912904
YJR009C	P00358	TDH2	35.84645	1	1.08178593912904
YJL052W	P00360	TDH1	35.74956	1	1.08178593912904
YDR516C	Q04409	EMI2	55.92028	1	1.05739220249948
YOR222W		ODC2	NaN	0	0.293751533005819
YPL134C		ODC1	NaN	0	0.293751533005819
YER069W	Q01217	ARG5,6	94.86823	0	0.291945247440657
YOL140W	P18544	ARG8	46.68082	0	0.291945247440657
YOR130C		ORT1	NaN	0	0.291945247440657
YMR062C	Q04728	ARG7	47.84821	0	0.291945247440657
YLR438W	P07991	CAR2	46.08557	0	0.289940395358274
YMR246W	P47912	FAA4	77.26612	0	0.287540810214532
YOR317W	P30624	FAA1	77.86529	0	0.287540810214532
YBL039C	P28274	URA7	64.70953	0	0.276354137706574
YJR103W	P38627	URA8	64.50989	0	0.276354137706574
YBR029C	P38221	CDS1	51.82218	0	0.275753323258886
YOR175C	Q08548	ALE1	72.22714	0	0.261421264322921
YER070W	P21524	RNR1	99.56021	0	0.245693275580922
YIL066C	P21672	RNR3	97.51369	0	0.245693275580922
YJL026W	P09938	RNR2	46.14681	0	0.245693275580922
YGR180C	P49723	RNR4	40.05407	0	0.238167140815781
YDL066W	P21954	IDP1	48.18986	0	0.236189137686339
YDL052C	P33333	SLC1	33.88654	0	0.232638258405811
YDR503C	Q04396	LPP1	31.58604	0	0.207961799879128
YGL080W		MPC1	NaN	0	0.207859464913375
YGR243W		MPC3	NaN	0	0.207859464913375
YHR162W		MPC2	NaN	0	0.207859464913375
YAL062W	P39708	GDH3	49.62653	0	0.202598137161549
YOR375C	P07262	GDH1	49.56931	0	0.202598137161549
YBR221C	P32473	PDB1	40.0532	0	0.187598472961711
YER178W	P16387	PDA1	46.34261	0	0.187598472961711
YGR193C	P16451	PDX1	45.36125	0	0.187598472961711
YNL071W	P12695	LAT1	51.81762	0	0.187598472961711
YHR002W		LEU5	NaN	0	0.17492190214829
YML120C	P32340	NDI1	57.24915	0	0.167884673916694
YFL018C	P09624	LPD1	54.00934	0	0.147000735509096
YER081W	P40054	SER3	51.1927	0	0.146520738137605
YGR208W	P42941	SER2	34.20684	0	0.146520738137605
YIL074C	P40510	SER33	51.18777	0	0.146520738137605
YOR184W	P33330	SER1	43.41501	0	0.146520738137605
YLR058C	P37291	SHM2	52.21793	0	0.135641511337831
YDR148C	P19262	KGD2	50.43011	0	0.132299999999267
YIL125W	P20967	KGD1	114.41496	0	0.132299999999267
YAL044C	P39726	GCV3	18.79276	0	0.131469797622846
YDR019C	P48015	GCV1	44.46849	0	0.131469797622846
YMR189W	P49095	GCV2	114.45033	0	0.131469791074441
YOR388C	Q08911	FDH1	41.7138	0	0.130922945123168
YBR263W	P37292	SHM1	53.68589	0	0.130639593572833
YMR267W	P28239	PPA2	35.57213	0	0.0597868893417824
YCL040W	P17709	GLK1	55.37689	0	0
YFR053C	P04806	HXK1	53.73784	0	0
YGL253W	P04807	HXK2	53.9419	0	0
YLR446W	Q06204	YLR446W	48.96875	0	0
