rxn_IDs	rxnNames	K_score	grRules	rxn_formula
r_0149No1	adenylate kinase (No1)	1000	YER170W	AMP[m] + ATP[m] + 2.3742e-06 prot_P26364[c] => 2 ADP[m]
r_0255No1	catalase (No1)	1000	YGR088W	2 hydrogen peroxide[c] + 3.268e-10 prot_P06115[c] => 2 H2O[c] + oxygen[c]
r_0364No1	dUTP diphosphatase (No1)	1000	YJR069C	pmet_r_0364[c] + 6.1866e-07 prot_P47119[c] => diphosphate[c] + dUMP[c] + H+[c]
r_0468No1	glutamate 5-kinase (No1)	1000	YDR300C	ATP[c] + L-glutamate[c] + 2.4123e-05 prot_P32264[c] => ADP[c] + L-gamma-glutamyl phosphate[c]
r_0473No1	glutamate-5-semialdehyde dehydrogenase (No1)	1000	YOR323C	H+[c] + L-gamma-glutamyl phosphate[c] + NADPH[c] + 3.1271e-06 prot_P54885[c] => L-glutamic 5-semialdehyde[c] + NADP(+)[c] + phosphate[c]
r_0817No1	ornithine decarboxylase (No1)	1000	YKL184W	H+[c] + ornithine[c] + 6.6138e-05 prot_P08432[c] => carbon dioxide[c] + putrescine[c]
r_2115No2	alcohol dehydrogenase, (acetaldehyde to ethanol) (No2)	1000	YOL086C	3.0864e-07 prot_P00330[c] + pmet_r_2115[c] => ethanol[c] + NAD[c]
r_4335No1	Endopolyphosphatase (EC 3.6.1.10) (Deoxyadenosine triphosphate phosphohydrolase) (dATP phosphohydrolase) (EC 3.6.1.-) (Exopolyphosphatase) (EC 3.6.1.11) (Phosphate metabolism protein 5) (No1)	1000	YDR452W	dATP[c] + H2O[c] + 1.7921e-07 prot_Q04119[c] => dADP[c] + H+[c] + phosphate[c]
r_4039_REVNo1	succinyl-CoA:acetate CoA transferase (reversible) (No1)	1000	YBL015W	acetyl-CoA[m] + succinate[m] + 3.8261e-05 prot_P32316[c] => acetate[m] + succinyl-CoA[m]
newRxn3	newRxn3	1000	DsPMT1	putrescine[c] + S-adenosyl-L-methionine[c] + prot_Q9S7W8[c] + 5.4042e-05 prot_Q70EW6[c] => S-adenosyl-L-homocysteine[c] + s_4424[c]
newRxn4	newRxn4	1000	MPO1	H2O[c] + oxygen[c] + s_4424[c] => hydrogen peroxide[c] + s_4395[c] + s_4425[c]
newRxn6	newRxn6	1000	PYKS	s_4426[c] + prot_A0A3G4RHW3[c] => s_4427[c]
newRxn7	newRxn7	1000	CYP82M3	s_4427[c] + prot_A0A3G4RHY7[c] => s_4428[c]
newRxn8	newRxn8	1000	TR1	H+[c] + NADPH[c] + s_4428[c] + 1.0851e-05 prot_P50162[c] => NADP(+)[c] + s_4429[c]
newRxn9	newRxn9	1000	PAL1	L-phenylalanine[c] + 0.00015432 prot_P35510[c] => ammonium[c] + s_4219[c]
newRxn10	newRxn10	1000	4CL5	ATP[c] + coenzyme A[c] + s_4219[c] + 4.7237e-05 prot_Q9LU36[c] => AMP[c] + diphosphate[c] + s_4430[c]
