genes	enzymes	shortNames	MWs	pathways	actions	k_scores	EV_type	OE	minUsage	maxUsage	pUsage	unique	conectivity	groups	priority	foldChange_yield	foldChange_pRate	FCC
4CL	C0LUU7	4CL	60.994		OE	1000	tightly_const	2	4.04516029079179e-06	4.04516029079988e-06	4.04516029079179e-06	1	6	0	1	1.00136544600822	1.00136555486083	0
IFS	Q9M6D6	IFS	58.93		OE	1000	tightly_const	2	0.00148043158258282	0.00148043158258578	0.00148043158258282	1	3	0	1	1.93106642152469	1.93121395051593	0.964138103840907
CHS	Q6X0M9	CHS	42.488		OE	1000	tightly_const	2	6.85384991936489e-05	6.8538499193786e-05	6.85384991936489e-05	1	6	0	1	1.01635709914719	1.01635842255892	0.0319817408889491
YPL023C	P46151	MET12	73.94088	sce00670  One carbon pool by folate sce01200  Carbon metabolism	KD	0.293884450454309	subOpt_isoenz	0	0	1.40930870755981e-08	0	0	6	1	2	0.999998997686842	1.0000012751469	0
YDR502C	P19358	SAM2	42.2555	sce00270  Cysteine and methionine metabolism sce01110  Biosynthesis of secondary metabolites sce01230  Biosynthesis of amino acids	KD	0.293827460547136	subOpt_isoenz	0	0	2.14155187040703e-09	0	0	7	2	2	0.999999111618449	1.00000138908785	0
YBR218C	P32327	PYC2	130.16549	sce00020  Citrate cycle (TCA cycle) sce00620  Pyruvate metabolism sce01200  Carbon metabolism sce01230  Biosynthesis of amino acids	KD	0.278278036510054	subOpt_isoenz	0	0	5.07593403546909e-07	0	0	8	5	2	0.999998997686188	1.00000127514625	0
YBL039C	P28274	URA7	64.70953	sce00240  Pyrimidine metabolism	KD	0.258201785040242	subOpt_isoenz	0	0	3.67256636740076e-08	0	0	12	7	2	0.999999111620846	1.00000138909023	0
YMR145C	P40215	NDE1	62.77345	sce00NNN  None	KD	0.215307698669344	subOpt_isoenz	0	0	8.11882460920608e-08	0	0	6	8	2	0.999999111617144	1.00000138908653	0
YAL062W	P39708	GDH3	49.62653	sce00220  Arginine biosynthesis sce00250  Alanine, aspartate and glutamate metabolism sce00910  Nitrogen metabolism	KD	0.126829271612458	subOpt_isoenz	0	0	1.35205808171803e-06	0	0	8	14	2	0.999999111618457	1.00000138908785	0
YER081W	P40054	SER3	51.1927	sce00260  Glycine, serine and threonine metabolism sce01130  Biosynthesis of antibiotics sce01200  Carbon metabolism sce01230  Biosynthesis of amino acids	KO	0.0284390185555547	subOpt_isoenz	0	0	2.96939680575687e-08	0	0	6	15	2	0.999999111618453	1.00000138908785	0
YLR438W	P07991	CAR2	46.08557	sce00330  Arginine and proline metabolism sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics	KO	0	subOpt_isoenz	0	0	1.60161462105476e-11	0	1	4	0	2	1.00000105443616	0.999999886058511	0
YMR246W	P47912	FAA4	77.26612	sce00061  Fatty acid biosynthesis sce00071  Fatty acid degradation sce01212  Fatty acid metabolism sce04146  Peroxisome	KO	0	subOpt_isoenz	0	0	1.25510426557793e-09	0	1	48	0	2	0.999999111617685	1.00000138908708	0
YOR317W	P30624	FAA1	77.86529	sce00061  Fatty acid biosynthesis sce00071  Fatty acid degradation sce01212  Fatty acid metabolism sce04146  Peroxisome	KO	0	subOpt_isoenz	0	0	1.24474139964823e-09	0	1	52	0	2	0.999999111617473	1.00000138908686	0
YER070W	P21524	RNR1	99.56021	sce00230  Purine metabolism sce00240  Pyrimidine metabolism sce00480  Glutathione metabolism	KO	0	subOpt_isoenz	0	0	9.23239106924402e-10	0	0	24	17	3	0.999999111618135	1.00000138908752	0
YGR180C	P49723	RNR4	40.05407	sce00230  Purine metabolism sce00240  Pyrimidine metabolism sce00480  Glutathione metabolism	KO	0	subOpt_isoenz	0	0	2.36316514881271e-09	0	0	24	17	3	0.999998997686292	1.00000127514636	0
YIL066C	P21672	RNR3	97.51369	sce00230  Purine metabolism sce00240  Pyrimidine metabolism sce00480  Glutathione metabolism	KO	0	subOpt_isoenz	0	0	9.44485433425849e-10	0	0	24	17	3	0.999999111618467	1.00000138908785	0
