genes	enzymes	shortNames	MWs	pathways	actions	k_scores	EV_type	OE	minUsage	maxUsage	pUsage
YBL015W	P32316	ACH1	58.71137	sce00620  Pyruvate metabolism	1	1000	subOpt_isoenz	2	0	1.51217266623902e-09	0
YDR300C	P32264	PRO1	47.16164	sce00330  Arginine and proline metabolism sce00332  Carbapenem biosynthesis sce01130  Biosynthesis of antibiotics sce01230  Biosynthesis of amino acids	2	1000	tightly_const	2	2.10052888060974e-07	2.10426479664796e-07	2.10188074822914e-07
YER170W	P26364	ADK2	25.19373	sce00230  Purine metabolism sce00730  Thiamine metabolism sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics	1	1000	subOpt_isoenz	2	0	3.59283375493295e-09	0
YOL086C	P00330	ADH1	36.84874	sce00010  Glycolysis / Gluconeogenesis sce00071  Fatty acid degradation sce00350  Tyrosine metabolism sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics	1	1000	subOpt_isoenz	2	0	3.24184508460011e-10	0
YOR323C	P54885	PRO2	49.73991	sce00330  Arginine and proline metabolism sce00332  Carbapenem biosynthesis sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01230  Biosynthesis of amino acids	2	1000	tightly_const	2	2.7229090982056e-08	2.72500649296677e-08	2.72466152002226e-08
YJR069C	P47119	HAM1	22.09268	sce00230  Purine metabolism	1	1000	essential	2	2.68221355044049e-11	4.2526955031951e-09	1.5728024228112e-10
YDR452W	Q04119	PPN1	78.34335	sce00NNN  None	1	1000	opt_isoenz	2	0	1.15649593746182e-09	1.59461388661699e-12
PAL	P45730	PAL	77.919		2	1000	tightly_const	2	1.86923179619043e-08	1.86923179619416e-08	1.86923179619043e-08
C4H	C0LUU6	C4H	58.011		2	1000	tightly_const	2	2.5416007117546e-09	2.54160071175968e-09	2.5416007117546e-09
4CL	C0LUU7	4CL	60.994		2	1000	tightly_const	2	4.04516029079179e-06	4.04516029079988e-06	4.04516029079179e-06
IFS	Q9M6D6	IFS	58.93		2	1000	tightly_const	2	0.00148043158258282	0.00148043158258578	0.00148043158258282
CHS	Q6X0M9	CHS	42.488		2	1000	tightly_const	2	6.85384991936489e-05	6.8538499193786e-05	6.85384991936489e-05
CHI	C0LUV0	CHI	24.679		2	1000	tightly_const	2	2.94056316379814e-09	2.94056316380402e-09	2.94056316379814e-09
YLR044C	P06169	PDC1	61.49468	sce00010  Glycolysis / Gluconeogenesis sce01110  Biosynthesis of secondary metabolites	2	12.1674592724962	tightly_const	2	8.93869685049951e-07	8.97264114065867e-07	8.95514615206148e-07
YAL038W	P00549	CDC19	54.54404	sce00010  Glycolysis / Gluconeogenesis sce00230  Purine metabolism sce00620  Pyruvate metabolism sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01200  Carbon metabolism sce01230  Biosynthesis of amino acids	2	2.44809204837704	essential	2	1.90370473805481e-06	2.04281437749469e-06	2.0426162759803e-06
YGR254W	P00924	ENO1	46.81564	sce00010  Glycolysis / Gluconeogenesis sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01200  Carbon metabolism sce01230  Biosynthesis of amino acids sce03018  RNA degradation	2	2.2958190010133	essential	2	1.91562753948277e-06	2.09979518373608e-06	2.09772517772692e-06
YOR283W	Q12040	YOR283W	26.17622	sce00NNN  None	2	2.2958190010133	essential	2	5.72682908756142e-07	5.82703477976277e-07	5.79204062034613e-07
YLR354C	P15019	TAL1	37.0359	sce00030  Pentose phosphate pathway sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01200  Carbon metabolism sce01230  Biosynthesis of amino acids	2	1.26455571714729	tightly_const	2	3.30403230068212e-06	3.30810201621397e-06	3.30566292538546e-06
YKL060C	P14540	FBA1	39.62024	sce00010  Glycolysis / Gluconeogenesis sce00030  Pentose phosphate pathway sce00051  Fructose and mannose metabolism sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01200  Carbon metabolism sce01230  Biosynthesis of amino acids	1	1.22831198696609	subOpt_isoenz	2	0	3.8323645147054e-09	0
YMR205C	P16862	PFK2	104.61673	sce00010  Glycolysis / Gluconeogenesis sce00030  Pentose phosphate pathway sce00051  Fructose and mannose metabolism sce00052  Galactose metabolism sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01200  Carbon metabolism sce01230  Biosynthesis of amino acids sce03018  RNA degradation	2	1.22831198696609	tightly_const	2	6.92031300589335e-07	6.94959398930894e-07	6.94922507904749e-07
YDR050C	P00942	TPI1	26.79508	sce00010  Glycolysis / Gluconeogenesis sce00051  Fructose and mannose metabolism sce00562  Inositol phosphate metabolism sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01200  Carbon metabolism sce01230  Biosynthesis of amino acids	2	1.22708035895752	essential	2	2.85471125352107e-08	3.19241328014905e-08	2.85528476016142e-08
YJL052W	P00360	TDH1	35.74956	sce00010  Glycolysis / Gluconeogenesis sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01200  Carbon metabolism sce01230  Biosynthesis of amino acids	2	1.22522998627626	tightly_const	2	1.6952126462301e-05	1.69580677790739e-05	1.69555409277527e-05
YCR012W	P00560	PGK1	44.73787	sce00010  Glycolysis / Gluconeogenesis sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01200  Carbon metabolism sce01230  Biosynthesis of amino acids	2	1.22522998627626	tightly_const	2	9.16081475808231e-07	9.18156855086432e-07	9.16174228620776e-07
