genes	enzymes	shortNames	MWs	pathways	actions	k_scores	EV_type	OE	minUsage	maxUsage	pUsage	unique	conectivity	groups	priority	foldChange_yield	foldChange_pRate
YEL047C	P32614	FRD1	50.84351	sce00NNN  None	1	1000	essential	2	1.50803587205417e-05	0.00166087956326131	1.50806664167863e-05	1	10	0	1	1.02376216430707	1.16498783564277
YLR011W	Q07923	LOT6	21.2804	sce00NNN  None	1	1000	essential	2	1.235282229904e-05	0.000937561143052605	1.23533127414877e-05	1	7	0	1	1.00705786609885	1.05051700497109
YNL037C	P28834	IDH1	39.32357	sce00020  Citrate cycle (TCA cycle) sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01200  Carbon metabolism sce01210  2-Oxocarboxylic acid metabolism sce01230  Biosynthesis of amino acids	2	1000	essential	2	3.94317239049023e-07	7.00151633752891e-07	3.9467427550542e-07	0	5	1	1	0.999999999999999	0.999999999999999
YOR136W	P28241	IDH2	39.73903	sce00020  Citrate cycle (TCA cycle) sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01200  Carbon metabolism sce01210  2-Oxocarboxylic acid metabolism sce01230  Biosynthesis of amino acids	2	1000	essential	2	3.94317239049023e-07	7.00151633752891e-07	3.9467427550542e-07	0	5	1	1	0.999999999999999	0.999999999999999
YOL126C	P22133	MDH2	40.7305	sce00020  Citrate cycle (TCA cycle) sce00270  Cysteine and methionine metabolism sce00620  Pyruvate metabolism sce00630  Glyoxylate and dicarboxylate metabolism sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01200  Carbon metabolism	1	10.5003273891036	essential	2	2.86821880285236e-08	0.00205446392993154	2.86825564548453e-08	1	5	0	1	1.00003560160301	1.00020714073662
YDR516C	Q04409	EMI2	55.92028	sce00010  Glycolysis / Gluconeogenesis sce00051  Fructose and mannose metabolism sce00052  Galactose metabolism sce00500  Starch and sucrose metabolism sce00520  Amino sugar and nucleotide sugar metabolism sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01200  Carbon metabolism	2	1.45079669126392	essential	2	1.8617588269748e-07	2.23231952329521e-07	1.98031259987732e-07	1	4	0	1	1.00038981339276	1.00227192785169
YDR050C	P00942	TPI1	26.79508	sce00010  Glycolysis / Gluconeogenesis sce00051  Fructose and mannose metabolism sce00562  Inositol phosphate metabolism sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01200  Carbon metabolism sce01230  Biosynthesis of amino acids	1	1.25317138938704	essential	2	2.85684332130541e-08	0.00312291964109246	2.85689217214267e-08	1	2	0	1	1.00002177889852	1.00012670768365
YMR205C	P16862	PFK2	104.61673	sce00010  Glycolysis / Gluconeogenesis sce00030  Pentose phosphate pathway sce00051  Fructose and mannose metabolism sce00052  Galactose metabolism sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01200  Carbon metabolism sce01230  Biosynthesis of amino acids sce03018  RNA degradation	2	1.24609755481499	essential	2	3.86639747139184e-07	6.95323303947931e-07	6.95312541672204e-07	1	9	0	1	1.00295914071685	1.01746314818084
YCR012W	P00560	PGK1	44.73787	sce00010  Glycolysis / Gluconeogenesis sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01200  Carbon metabolism sce01230  Biosynthesis of amino acids	1	1.24048194529458	essential	2	9.17197312864815e-07	0.00187132632412361	9.17203924729367e-07	1	4	0	1	1.00112751540078	1.0084118269166
YBR196C	P12709	PGI1	61.29832	sce00010  Glycolysis / Gluconeogenesis sce00030  Pentose phosphate pathway sce00500  Starch and sucrose metabolism sce00520  Amino sugar and nucleotide sugar metabolism sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01200  Carbon metabolism	1	1.23864085218292	essential	2	3.79281361681192e-07	0.00136547710714455	3.79301117105948e-07	1	2	0	1	1.00088877244198	1.00519248762924
