Annotation Cluster 1	Enrichment Score: 2.1719836195188598
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
UP_SEQ_FEATURE	repeat:Solcar 1	4	30.76923076923077	3.766366020082604E-5	YPL134C, YOR222W, YER053C, YJR077C	13	34	5872	53.14027149321267	0.001543047425506483	5.272912428115645E-4	3.8919115540853575E-4
UP_SEQ_FEATURE	repeat:Solcar 2	4	30.76923076923077	3.766366020082604E-5	YPL134C, YOR222W, YER053C, YJR077C	13	34	5872	53.14027149321267	0.001543047425506483	5.272912428115645E-4	3.8919115540853575E-4
UP_SEQ_FEATURE	repeat:Solcar 3	4	30.76923076923077	3.766366020082604E-5	YPL134C, YOR222W, YER053C, YJR077C	13	34	5872	53.14027149321267	0.001543047425506483	5.272912428115645E-4	3.8919115540853575E-4
INTERPRO	IPR018108:Mitochondrial substrate/solute carrier	4	30.76923076923077	5.876917951097107E-5	YPL134C, YOR222W, YER053C, YJR077C	13	34	5053	45.72850678733032	0.00158555615071998	8.666013223871804E-4	8.666013223871804E-4
INTERPRO	IPR023395:Mitochondrial carrier domain	4	30.76923076923077	6.419269054719855E-5	YPL134C, YOR222W, YER053C, YJR077C	13	35	5053	44.42197802197803	0.0017317570519622683	8.666013223871804E-4	8.666013223871804E-4
INTERPRO	IPR002067:Mitochondrial carrier protein	3	23.076923076923077	0.001163331140034635	YPL134C, YOR222W, YJR077C	13	22	5053	53.00349650349651	0.030939491766847182	0.010469980260311715	0.010469980260311715
UP_KEYWORDS	Mitochondrion inner membrane	4	30.76923076923077	0.00745736961585408	YPL134C, YOR222W, YER053C, YJR077C	13	208	5914	8.748520710059173	0.24756597677059544	0.07800514778214414	0.06568854550075295
GOTERM_CC_DIRECT	GO:0005743~mitochondrial inner membrane	4	30.76923076923077	0.010577127179319705	YPL134C, YOR222W, YER053C, YJR077C	13	234	5861	7.706771860618015	0.14743168555148822	0.07932845384489778	0.06875132666557808
UP_SEQ_FEATURE	transmembrane region	7	53.84615384615385	0.0184861035623073	YNR019W, YPL134C, YOR222W, YER053C, YOR245C, YDL052C, YJR077C	13	1164	5872	2.7163626751255614	0.5346769516317612	0.055458310686921905	0.04093351503082331
UP_KEYWORDS	Transmembrane helix	7	53.84615384615385	0.01876756064175888	YNR019W, YPL134C, YOR222W, YER053C, YOR245C, YDL052C, YJR077C	13	1176	5914	2.7078754578754576	0.5132206979514591	0.12180638719491924	0.10257379974308989
UP_KEYWORDS	Transmembrane	7	53.84615384615385	0.019232587451829354	YNR019W, YPL134C, YOR222W, YER053C, YOR245C, YDL052C, YJR077C	13	1182	5914	2.6941298971755825	0.5219106837127846	0.12180638719491924	0.10257379974308989
GOTERM_CC_DIRECT	GO:0005739~mitochondrion	7	53.84615384615385	0.020656694960077566	YPL134C, YAL062W, YOR222W, YMR145C, YER053C, YIL066C, YJR077C	13	1189	5861	2.6542666752927473	0.2688198690811976	0.10328347480038783	0.08951234482700278
GOTERM_MF_DIRECT	GO:0003735~structural constituent of ribosome	4	30.76923076923077	0.02556860265512219	YPL134C, YOR222W, YER053C, YJR077C	13	271	4885	5.546409310246949	0.4900436616976871	0.11079727817219615	0.10653584439634246
GOTERM_BP_DIRECT	GO:0006412~translation	4	30.76923076923077	0.027759738230567318	YPL134C, YOR222W, YER053C, YJR077C	13	318	5557	5.376874697629415	0.6266844640872588	0.13879869115283658	0.12293598359251241
GOTERM_CC_DIRECT	GO:0016021~integral component of membrane	7	53.84615384615385	0.03449507540160153	YNR019W, YPL134C, YOR222W, YER053C, YOR245C, YDL052C, YJR077C	13	1326	5861	2.3800324863673277	0.40936742084145883	0.12935653275600573	0.11210899505520497
