Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_DIRECT	GO:0001678~cellular glucose homeostasis	4	36.36363636363637	4.1900994585326465E-8	YLR446W, YCL040W, YGL253W, YFR053C	11	5	5557	404.1454545454545	1.5084346981497632E-6	1.5084358050717528E-6	9.218218808771822E-7
INTERPRO	IPR001312:Hexokinase	4	36.36363636363637	5.572357734619515E-8	YLR446W, YCL040W, YGL253W, YFR053C	11	5	5053	367.4909090909091	1.2259179834606115E-6	4.0863956720543106E-7	4.0863956720543106E-7
INTERPRO	IPR022672:Hexokinase, N-terminal	4	36.36363636363637	5.572357734619515E-8	YLR446W, YCL040W, YGL253W, YFR053C	11	5	5053	367.4909090909091	1.2259179834606115E-6	4.0863956720543106E-7	4.0863956720543106E-7
INTERPRO	IPR022673:Hexokinase, C-terminal	4	36.36363636363637	5.572357734619515E-8	YLR446W, YCL040W, YGL253W, YFR053C	11	5	5053	367.4909090909091	1.2259179834606115E-6	4.0863956720543106E-7	4.0863956720543106E-7
GOTERM_MF_DIRECT	GO:0004340~glucokinase activity	4	36.36363636363637	6.166957296302858E-8	YLR446W, YCL040W, YGL253W, YFR053C	11	5	4885	355.27272727272725	1.3567297275640655E-6	3.3918265129665723E-7	1.8500871888908575E-7
GOTERM_MF_DIRECT	GO:0004396~hexokinase activity	4	36.36363636363637	6.166957296302858E-8	YLR446W, YCL040W, YGL253W, YFR053C	11	5	4885	355.27272727272725	1.3567297275640655E-6	3.3918265129665723E-7	1.8500871888908575E-7
GOTERM_MF_DIRECT	GO:0008865~fructokinase activity	4	36.36363636363637	6.166957296302858E-8	YLR446W, YCL040W, YGL253W, YFR053C	11	5	4885	355.27272727272725	1.3567297275640655E-6	3.3918265129665723E-7	1.8500871888908575E-7
GOTERM_MF_DIRECT	GO:0019158~mannokinase activity	4	36.36363636363637	6.166957296302858E-8	YLR446W, YCL040W, YGL253W, YFR053C	11	5	4885	355.27272727272725	1.3567297275640655E-6	3.3918265129665723E-7	1.8500871888908575E-7
GOTERM_BP_DIRECT	GO:0051156~glucose 6-phosphate metabolic process	4	36.36363636363637	1.4637630320285915E-7	YLR446W, YCL040W, YGL253W, YFR053C	11	7	5557	288.67532467532465	5.269533416396577E-6	2.634773457651465E-6	1.6101393352314506E-6
GOTERM_MF_DIRECT	GO:0005536~glucose binding	4	36.36363636363637	2.1537942107834822E-7	YLR446W, YCL040W, YGL253W, YFR053C	11	7	4885	253.7662337662338	4.738336548015809E-6	9.476694527447322E-7	5.169106105880357E-7
