Annotation Cluster 1	Enrichment Score: 2.7949149826105897
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
UP_SEQ_FEATURE	repeat:Solcar 1	4	66.66666666666666	1.7601881267228677E-6	YPL134C, YOR222W, YER053C, YJR077C	6	34	5872	115.13725490196079	2.816263823879339E-5	9.974399384762917E-6	9.974399384762917E-6
UP_SEQ_FEATURE	repeat:Solcar 2	4	66.66666666666666	1.7601881267228677E-6	YPL134C, YOR222W, YER053C, YJR077C	6	34	5872	115.13725490196079	2.816263823879339E-5	9.974399384762917E-6	9.974399384762917E-6
UP_SEQ_FEATURE	repeat:Solcar 3	4	66.66666666666666	1.7601881267228677E-6	YPL134C, YOR222W, YER053C, YJR077C	6	34	5872	115.13725490196079	2.816263823879339E-5	9.974399384762917E-6	9.974399384762917E-6
INTERPRO	IPR018108:Mitochondrial substrate/solute carrier	4	66.66666666666666	2.7589570850035442E-6	YPL134C, YOR222W, YER053C, YJR077C	6	34	5053	99.078431372549	3.310698264302747E-5	1.8100254753625834E-5	1.8100254753625834E-5
INTERPRO	IPR023395:Mitochondrial carrier domain	4	66.66666666666666	3.0167091256043057E-6	YPL134C, YOR222W, YER053C, YJR077C	6	35	5053	96.24761904761904	3.619990887815394E-5	1.8100254753625834E-5	1.8100254753625834E-5
INTERPRO	IPR002067:Mitochondrial carrier protein	3	50.0	1.7955030310417333E-4	YPL134C, YOR222W, YJR077C	6	22	5053	114.8409090909091	0.002152477181634138	7.182012124166933E-4	7.182012124166933E-4
UP_KEYWORDS	Mitochondrion inner membrane	4	66.66666666666666	4.0700957548651115E-4	YPL134C, YOR222W, YER053C, YJR077C	6	208	5914	18.955128205128204	0.007704919849903291	0.007733181934243712	0.006919162783270689
GOTERM_CC_DIRECT	GO:0005743~mitochondrial inner membrane	4	66.66666666666666	5.91992269190132E-4	YPL134C, YOR222W, YER053C, YJR077C	6	234	5861	16.698005698005698	0.005315331459952333	0.005327930422711189	0.005327930422711189
GOTERM_MF_DIRECT	GO:0003735~structural constituent of ribosome	4	66.66666666666666	0.0015534257056395702	YPL134C, YOR222W, YER053C, YJR077C	6	271	4885	12.017220172201721	0.02304970448588095	0.02301082523558972	0.02301082523558972
GOTERM_BP_DIRECT	GO:0006412~translation	4	66.66666666666666	0.0017028847367079921	YPL134C, YOR222W, YER053C, YJR077C	6	318	5557	11.649895178197065	0.03515813559455572	0.017982367953540267	0.017982367953540267
GOTERM_BP_DIRECT	GO:0055085~transmembrane transport	3	50.0	0.017036744365703464	YPL134C, YOR222W, YJR077C	6	240	5557	11.577083333333333	0.3029194627551206	0.06814697746281385	0.06814697746281385
UP_KEYWORDS	Mitochondrion	4	66.66666666666666	0.017807512890273144	YPL134C, YOR222W, YER053C, YJR077C	6	768	5914	5.133680555555555	0.2892194272054315	0.15094508702607726	0.1350561304970165
UP_KEYWORDS	Transport	4	66.66666666666666	0.023833434793591148	YPL134C, YOR222W, YER053C, YJR077C	6	853	5914	4.62211801484955	0.3676541952760949	0.15094508702607726	0.1350561304970165
GOTERM_BP_DIRECT	GO:0006810~transport	4	66.66666666666666	0.025549377558969726	YPL134C, YOR222W, YER053C, YJR077C	6	822	5557	4.506893755068938	0.4192936374717491	0.08516459186323243	0.08516459186323243
UP_SEQ_FEATURE	transmembrane region	4	66.66666666666666	0.05649089400604049	YPL134C, YOR222W, YER053C, YJR077C	6	1164	5872	3.3631156930126	0.6055994283549448	0.24008629952567206	0.24008629952567206
UP_KEYWORDS	Transmembrane helix	4	66.66666666666666	0.0569631783188603	YPL134C, YOR222W, YER053C, YJR077C	6	1176	5914	3.3526077097505667	0.6718711934708861	0.21940538822839903	0.19631008420435703
UP_KEYWORDS	Transmembrane	4	66.66666666666666	0.05773826006010501	YPL134C, YOR222W, YER053C, YJR077C	6	1182	5914	3.335589396503102	0.676957556808113	0.21940538822839903	0.19631008420435703
GOTERM_CC_DIRECT	GO:0005739~mitochondrion	4	66.66666666666666	0.060065493334313914	YPL134C, YOR222W, YER053C, YJR077C	6	1189	5861	3.28623493131483	0.4273644019718422	0.2399207281314211	0.2399207281314211
GOTERM_CC_DIRECT	GO:0016021~integral component of membrane	4	66.66666666666666	0.07997357604380703	YPL134C, YOR222W, YER053C, YJR077C	6	1326	5861	2.946706887883358	0.5277165712332157	0.2399207281314211	0.2399207281314211
UP_KEYWORDS	Membrane	4	66.66666666666666	0.14935675647174618	YPL134C, YOR222W, YER053C, YJR077C	6	1712	5914	2.3029595015576323	0.9537404205597206	0.4729630621605295	0.42317747666994754
GOTERM_CC_DIRECT	GO:0016020~membrane	4	66.66666666666666	0.1584373430330014	YPL134C, YOR222W, YER053C, YJR077C	6	1738	5861	2.2481779823551973	0.7882720927723998	0.3564840218242531	0.3564840218242531

