genes	enzymes	shortNames	MWs	actions	k_scores	EV_type	OE	minUsage	maxUsage	pUsage
YBL015W	P32316	ACH1	58.71137	1	1000	opt_isoenz	2	0	0.00120633774212539	1.2969475940736e-11
YBR252W	P33317	DUT1	15.30716	1	1000	subOpt_isoenz	2	0	6.26998440370535e-10	0
YDL171C	Q12680	GLT1	238.09944	2	1000	opt_isoenz_tight	2	0	2.97234559047169e-08	2.95396138426845e-08
YER170W	P26364	ADK2	25.19373	1	1000	subOpt_isoenz	2	0	0.00281124951911978	8.047729747008e-13
YKR039W		GAP1	NaN	1	1000		2	NaN	NaN	NaN
YNL268W		LYP1	NaN	1	1000		2	NaN	NaN	NaN
YJR069C	P47119	HAM1	22.09268	1	1000	opt_isoenz	2	0	0.00320584524516015	1.34057559157424e-11
YBR117C	P33315	TKL2	75.02862	1	35.093208654405	subOpt_isoenz	2	0	0.000945860260610729	0
YPR074C	P23254	TKL1	73.80488	1	29.6660841302572	opt_isoenz	2	0	0.000961542812865463	1.90765611174537e-06
YLR174W	P41939	IDP2	46.56172	1	18.1767148839594	essential	2	2.01887421658127e-06	0.00152313568880603	2.01908070663967e-06
YBR115C	P07702	LYS2	155.34394	2	16.103225984598	tightly_const	2	2.56466644412495e-06	2.56466656508331e-06	2.56466644412495e-06
YDL131W	Q12122	LYS21	48.59372	2	16.103225984598	tightly_const	2	0.000173333111027235	0.000173333119202212	0.000173333111027235
YDR234W	P49367	LYS4	75.14989	1	16.103225984598	essential	2	4.2778578074857e-05	0.00102801718589793	8.55571561497139e-05
YER152C	P10356	YER152C	49.48976	1	16.103225984598	opt_isoenz	2	0	0.00143118808375287	6.94457436280145e-08
YGL154C	P50113	LYS5	30.68281	2	16.103225984598	tightly_const	2	2.56466644412495e-06	2.56466656508331e-06	2.56466644412495e-06
YIL094C	P40495	LYS12	40.06854	2	16.103225984598	tightly_const	2	6.29098548195368e-06	6.29098577865786e-06	6.29098548195368e-06
YIR034C	P38998	LYS1	41.46445	2	16.103225984598	tightly_const	2	5.68864111102628e-06	5.68864137932186e-06	5.68864111102628e-06
YJL060W	P47039	BNA3	50.08168	1	16.103225984598	subOpt_isoenz	2	0	0.00141427335349127	0
YNR050C	P38999	LYS9	48.91735	2	16.103225984598	tightly_const	2	3.26285460392973e-07	3.262854757817e-07	3.26285460392973e-07
YJL200C	P39533	ACO2	86.58224	1	16.103225984598	subOpt_isoenz	2	0	0.000856767669699782	0
YPR035W	P32288	GLN1	41.7656	2	10.4002636443778	essential	2	2.06534926454028e-07	2.46015870304032e-07	2.4577167736232e-07
YJL121C	P46969	RPE1	25.96689	1	7.95758603366589	essential	2	1.15969452524517e-06	0.00272870042909538	1.15972124884826e-06
YOL126C	P22133	MDH2	40.7305	1	5.03064388192084	essential	2	1.49970934901449e-08	0.00173890297695615	1.49984981996211e-08
YKL085W	P17505	MDH1	35.64959	1	4.7351497432661	essential	2	6.18175172480476e-07	0.00198733833749095	6.1823839931553e-07
YNR001C	P00890	CIT1	53.35945	2	4.7351497432661	opt_isoenz_tight	2	0	8.33087075368811e-07	8.33065776096305e-07
YPR001W	P43635	CIT3	53.81073	1	4.7351497432661	subOpt_isoenz	2	0	8.33087075368817e-07	0
YBR221C	P32473	PDB1	40.0532	2	4.62776874533373	tightly_const	2	3.37846377502673e-06	3.37867905329432e-06	3.37863599764063e-06
YER178W	P16387	PDA1	46.34261	2	4.62776874533373	tightly_const	2	3.37846377502673e-06	3.37867905329432e-06	3.37863599764063e-06
YGR193C	P16451	PDX1	45.36125	2	4.62776874533373	tightly_const	2	3.37846377502673e-06	3.37867905329432e-06	3.37863599764063e-06
YNL071W	P12695	LAT1	51.81762	2	4.62776874533373	tightly_const	2	3.37846377502673e-06	3.37867905329432e-06	3.37863599764063e-06
YGR248W	P53315	SOL4	28.44737	1	4.38878536160952	subOpt_isoenz	2	0	2.04088245183958e-05	0
