gene_IDs	gene_names	K_score
YAR035W	YAT1	1000
YBL015W	ACH1	1000
YBR252W	DUT1	1000
YCL064C	CHA1	1000
YDL171C	GLT1	1000
YEL046C	GLY1	1000
YER024W	YAT2	1000
YER065C	ICL1	1000
YER170W	ADK2	1000
YGL256W	ADH4	1000
YLR138W	NHA1	1000
YML042W	CAT2	1000
YMR083W	ADH3	1000
YMR303C	ADH2	1000
YOR100C	CRC1	1000
YOR108W	LEU9	1000
YJR069C	HAM1	1000
YDR456W	NHX1	1000
YDR038C	ENA5	1000
YDR039C	ENA2	1000
YDR040C	ENA1	1000
YNL274C	GOR1	1000
YAL054C	ACS1	670.089389235278
YPL262W	FUM1	372.358500154722
YJR095W	SFC1	232.838231497546
YJR051W	OSM1	232.838220128318
YBR296C	PHO89	107.960395230482
YCR037C	PHO87	107.960395230482
YJL198W	PHO90	107.960395230482
YML123C	PHO84	107.960395230482
YNR013C	PHO91	107.960395230482
YKL085W	MDH1	19.7808532994442
YNR001C	CIT1	19.7808532994442
YPR001W	CIT3	19.7808532994442
YCR053W	THR4	16.0904354967694
YDR158W	HOM2	16.0904354967694
YER052C	HOM3	16.0904354967694
YHR025W	THR1	16.0904354967694
YJR139C	HOM6	16.0904354967694
YLR153C	ACS2	10.2681677058352
YPL061W	ALD6	10.2681677058352
YPR035W	GLN1	6.65045802863564
YLR027C	AAT2	5.64188332662395
YBR221C	PDB1	4.94319694675674
YER178W	PDA1	4.94319694675674
YGR193C	PDX1	4.94319694675674
YNL071W	LAT1	4.94319694675674
YML120C	NDI1	4.24156220855739
YGL080W	MPC1	3.36610847958677
YGR243W	MPC3	3.36610847958677
YHR162W	MPC2	3.36610847958677
YBR218C	PYC2	3.26354954318415
YGL062W	PYC1	3.26354954318415
YGR087C	PDC6	3.25434128269894
YLR044C	PDC1	3.25434128269894
YLR134W	PDC5	3.25434128269894
YAL038W	CDC19	2.6121493291462
YOR347C	PYK2	2.6121493291462
YGR254W	ENO1	2.43376481590052
YHR174W	ENO2	2.43376481590052
YKL152C	GPM1	2.43376481590052
YMR323W	ERR3	2.43376481590052
YOR393W	ERR1	2.43376481590052
YPL281C	ERR2	2.43376481590052
YOR283W	YOR283W	2.43376481590052
YNL036W	NCE103	2.23728624877425
YDR226W	ADK1	1.89279224294278
YLR354C	TAL1	1.34201286002096
YGR043C	NQM1	1.34201286002096
YDR050C	TPI1	1.2957270759886
YGR240C	PFK1	1.28729618118175
YKL060C	FBA1	1.28729618118175
YMR205C	PFK2	1.28729618118175
YCR012W	PGK1	1.28461681097506
YGR192C	TDH3	1.28461681097506
YJL052W	TDH1	1.28461681097506
YJR009C	TDH2	1.28461681097506
YBR196C	PGI1	1.26287321220581
YER053C	PIC2	1.11467857327597
YJR077C	MIR1	1.11467857327597
YDR516C	EMI2	1.00066851503855
YER141W	COX15	0.145891666666667
YBL039C	URA7	0.133931198022575
YJR103W	URA8	0.133931198022575
YKR067W	GPT2	0.130685366431911
YER070W	RNR1	0.0999653149815571
YIL066C	RNR3	0.0999653149815571
YJL026W	RNR2	0.0999653149815571
YGR180C	RNR4	0.0922238728192213
YDR503C	LPP1	0.0809035317277896
YOR095C	RKI1	0.0733084041231154
YMR246W	FAA4	0.0541139384447644
YOR317W	FAA1	0.0450949498737266
YLR058C	SHM2	0.00435540657376407
YCL040W	GLK1	0
YDL022W	GPD1	0
YDL066W	IDP1	0
YDL085W	NDE2	0
YDR148C	KGD2	0
YER081W	SER3	0
YFR053C	HXK1	0
YGL253W	HXK2	0
YGR110W	CLD1	0
YGR202C	PCT1	0
YGR208W	SER2	0
YGR248W	SOL4	0
YGR256W	GND2	0
YHR002W	LEU5	0
YHR123W	EPT1	0
YHR163W	SOL3	0
YHR183W	GND1	0
YIL074C	SER33	0
YIL125W	KGD1	0
YLR133W	CKI1	0
YML059C	NTE1	0
YMR145C	NDE1	0
YMR267W	PPA2	0
YNL130C	CPT1	0
YNL241C	ZWF1	0
YNR008W	LRO1	-0
YOR184W	SER1	0
YOR388C	FDH1	0
YPL110C	GDE1	0
YPR140W	TAZ1	0
YLR446W	YLR446W	0
