genes	enzymes	shortNames	MWs	pathways	actions	k_scores	EV_type	OE	minUsage	maxUsage	pUsage	unique	conectivity	groups	priority	foldChange_yield	foldChange_pRate
YEL046C	P37303	GLY1	42.81463	sce00260  Glycine, serine and threonine metabolism sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01230  Biosynthesis of amino acids	2	1000	tightly_const	2	1.69953406919586e-06	1.6995845451366e-06	1.69953406919582e-06	1	4	0	1	0.999999999999991	0.999999999999997
YER065C	P28240	ICL1	62.40816	sce00630  Glyoxylate and dicarboxylate metabolism sce01110  Biosynthesis of secondary metabolites sce01200  Carbon metabolism	2	1000	tightly_const	2	3.12607716801913e-05	3.12608441959488e-05	3.12607716801913e-05	1	3	0	1	1.04579113959237	1.11797505157143
YML042W	P32796	CAT2	77.24096	sce04146  Peroxisome	2	1000	tightly_const	2	1.83060763354223e-07	1.83309066595512e-07	1.83085422077875e-07	1	8	0	1	1.00005220083404	1.00004236751046
YNL274C	P53839	GOR1	38.83095	sce00630  Glyoxylate and dicarboxylate metabolism sce01110  Biosynthesis of secondary metabolites	1	1000	essential	2	3.17416312109261e-05	0.00203135778012715	3.17416312109261e-05	1	5	0	1	1.02936367869533	1.07144553840139
YPL262W	P08417	FUM1	53.15125	sce00020  Citrate cycle (TCA cycle) sce00620  Pyruvate metabolism sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01200  Carbon metabolism	1	367.232208732984	essential	2	4.03549450670526e-07	0.00146126894135467	4.03549935252206e-07	1	6	0	1	1.00049236242632	1.00115168682413
YKL085W	P17505	MDH1	35.64959	sce00020  Citrate cycle (TCA cycle) sce00270  Cysteine and methionine metabolism sce00620  Pyruvate metabolism sce00630  Glyoxylate and dicarboxylate metabolism sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01200  Carbon metabolism	1	17.2896936928969	essential	2	2.24577189377698e-06	0.00218030382200983	2.24587244091068e-06	1	5	0	1	1.00180961432754	1.00424035178908
YCR053W	P16120	THR4	57.47349	sce00260  Glycine, serine and threonine metabolism sce00750  Vitamin B6 metabolism sce01110  Biosynthesis of secondary metabolites sce01230  Biosynthesis of amino acids	2	11.8423289273687	tightly_const	2	1.94754778520533e-08	1.94783453017363e-08	1.94778131381258e-08	1	6	0	1	1.00000058768356	1.00000137374865
YDR158W	P13663	HOM2	39.54334	sce00260  Glycine, serine and threonine metabolism sce00261  Monobactam biosynthesis sce00270  Cysteine and methionine metabolism sce00300  Lysine biosynthesis sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01210  2-Oxocarboxylic acid metabolism sce01230  Biosynthesis of amino acids	2	11.8423289273687	tightly_const	2	4.18701402733755e-07	4.18712842295675e-07	4.18701402733749e-07	1	6	0	1	1.00000869177201	1.00002031780391
YER052C	P10869	HOM3	58.10913	sce00260  Glycine, serine and threonine metabolism sce00261  Monobactam biosynthesis sce00270  Cysteine and methionine metabolism sce00300  Lysine biosynthesis sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01210  2-Oxocarboxylic acid metabolism sce01230  Biosynthesis of amino acids	2	11.8423289273687	tightly_const	2	3.50085559921045e-07	3.50095121435201e-07	3.50085559921054e-07	1	4	0	1	1.00001067943293	1.00002496420762
YHR025W	P17423	THR1	38.71215	sce00260  Glycine, serine and threonine metabolism sce01110  Biosynthesis of secondary metabolites sce01230  Biosynthesis of amino acids	2	11.8423289273687	tightly_const	2	1.9475477852055e-06	1.94783453017386e-06	1.94778131381258e-06	1	5	0	1	1.00003958220484	1.00009253081026
