genes	enzymes	shortNames	MWs	actions	k_scores
YBR068C		BAP2	NaN	1	1000
YBR069C		TAT1	NaN	1	1000
YBR252W	P33317	DUT1	15.30716	1	1000
YCL025C		AGP1	NaN	1	1000
YDR046C		BAP3	NaN	1	1000
YKR039W		GAP1	NaN	1	1000
YOL020W		TAT2	NaN	1	1000
YJR069C	P47119	HAM1	22.09268	1	1000
YBR117C	P33315	TKL2	75.02862	1	424.93251072783
YPR074C	P23254	TKL1	73.80488	1	343.256466624434
YBR166C	P20049	TYR1	50.92272	1	42.6459425007415
YPR060C	P32178	ARO7	29.7468	1	18.5266198947702
YGL148W	P28777	ARO2	40.83793	1	16.5522902108503
P32449ly		ARO4K229L	NaN	1	16.5522902108503
YDR127W	P08566	ARO1	174.75305	1	16.552290210354
YOR095C	Q12189	RKI1	28.25777	1	5.72519031193477
YJL121C	P46969	RPE1	25.96689	1	5.69131251604372
YDL171C	Q12680	GLT1	238.09944	1	5.46944027705297
YPR035W	P32288	GLN1	41.7656	1	2.51374636442326
YFR053C	P04806	HXK1	53.73784	1	2.43606004690441
YCL040W	P17709	GLK1	55.37689	1	2.43606004690441
YGL253W	P04807	HXK2	53.9419	1	2.43606004690441
YLR446W	Q06204	YLR446W	48.96875	1	2.43606004690441
YGR254W	P00924	ENO1	46.81564	1	1.34191085248658
YHR174W	P00925	ENO2	46.91368	1	1.34191085248658
YKL152C	P00950	GPM1	27.60828	1	1.34191085248658
YMR323W	P42222	ERR3	47.31216	1	1.34191085248658
YOR393W	P0CX10	ERR1	47.32712	1	1.34191085248658
YPL281C	P0CX11	ERR2	47.32712	1	1.34191085248658
YOR283W	Q12040	YOR283W	26.17622	1	1.34191085248658
YBR196C	P12709	PGI1	61.29832	1	1.1293920535559
YDR050C	P00942	TPI1	26.79508	1	1.0422379299939
YGR240C	P16861	PFK1	107.96906	1	1.03595788773574
YKL060C	P14540	FBA1	39.62024	1	1.03595788773574
YMR205C	P16862	PFK2	104.61673	1	1.03595788773574
YBL039C	P28274	URA7	64.70953	0	0.146212559474443
YJR103W	P38627	URA8	64.50989	0	0.146212559474443
YER141W	P40086	COX15	54.65792	0	0.145891666666667
YER070W	P21524	RNR1	99.56021	0	0.135287711475044
YIL066C	P21672	RNR3	97.51369	0	0.135287711475044
YJL026W	P09938	RNR2	46.14681	0	0.135287711475044
YGR180C	P49723	RNR4	40.05407	0	0.132606055866759
