genes	enzymes	shortNames	MWs	actions	k_scores	EV_type	OE	minUsage	maxUsage	pUsage
YDR300C	P32264	PRO1	47.16164	2	1000	opt_isoenz	2	0	1.86623981461581e-09	1.5107976168499e-09
YOR323C	P54885	PRO2	49.73991	2	1000	opt_isoenz	2	0	2.41920094819912e-10	1.95844228300792e-10
tesA	P0ADA1	tesA	23.622	2	864.172918624792	essential	2	1.36220586605754e-06	3.18535763382286e-06	3.18535277224257e-06
FAS1	A0A2Z6EZ44	FAS1	318.115	2	603.979748904385	essential	2	3.31779103997367e-06	8.16524246155065e-06	8.16523062313519e-06
FAS2	A0A2Z6EYW1	FAS2	137.582	2	603.979748904385	essential	2	3.31779103997367e-06	8.16524246155065e-06	8.16523062313519e-06
YBR117C	P33315	TKL2	75.02862	1	36.1840141067198	subOpt_isoenz	2	0	0.00102141743173982	0
YPR074C	P23254	TKL1	73.80488	1	30.5759317261509	opt_isoenz	2	0	0.00103835273700036	8.10686407298464e-07
YAL054C	Q01574	ACS1	79.13997	1	11.3197209293793	subOpt_isoenz	2	0	4.06664510581873e-06	0
YGR087C	P26263	PDC6	61.57964	1	11.3197209293793	subOpt_isoenz	2	0	4.09285494761295e-06	0
YLR044C	P06169	PDC1	61.49468	2	11.3197209293793	opt_isoenz_tight	2	0	1.75004813342292e-06	1.75002960774428e-06
YLR134W	P16467	PDC5	61.91138	1	11.3197209293793	subOpt_isoenz	2	0	4.09285494761338e-06	0
YLR153C	P52910	ACS2	75.49079	2	11.3197209293793	opt_isoenz_tight	2	0	4.0666443513437e-06	4.06657547381713e-06
YPL061W	P54115	ALD6	54.41344	2	11.3197209293793	tightly_const	2	1.15333362304747e-05	1.15344351426027e-05	1.15343130412545e-05
YDL141W	P48445	BPL1	76.36203	2	11.1539038125279	tightly_const	2	4.88415097746792e-10	4.88415446229139e-10	4.88415097746791e-10
YNR016C	Q00955	ACC1	250.35091	2	11.1539038125279	tightly_const	2	6.7272160692044e-06	6.72722254765673e-06	6.72721606920443e-06
YJL121C	P46969	RPE1	25.96689	1	8.14360220387499	essential	2	4.92733080526268e-07	0.00294946592132166	4.92840531848425e-07
YGL055W	P21147	OLE1	58.40232	2	6.08963065336864	tightly_const	2	2.53049647326675e-05	2.53050394518524e-05	2.53049647326675e-05
YNL241C	P11412	ZWF1	57.5209	2	4.48628729902324	tightly_const	2	1.41652785455436e-07	1.41686732455221e-07	1.41681694417364e-07
YGR248W	P53315	SOL4	28.44737	1	4.48628729902323	subOpt_isoenz	2	0	8.96594741408537e-06	0
YGR256W	P53319	GND2	53.92235	1	4.48628729902323	subOpt_isoenz	2	0	2.46317116053795e-06	0
YHR163W	P38858	SOL3	27.78417	2	4.48628729902323	opt_isoenz_tight	2	0	8.96594741408537e-06	8.96562779619981e-06
YHR183W	P38720	GND1	53.54274	2	4.48628729902323	opt_isoenz_tight	2	0	2.46317116053905e-06	2.46308335347032e-06
YNL036W	P53615	NCE103	24.85889	1	3.08361967043621	opt_isoenz	2	0	0.00308041349206028	2.73052641363977e-10
YOR095C	Q12189	RKI1	28.25777	1	2.47047491778283	essential	2	3.50931159298934e-06	0.00271340558946237	3.50994678766725e-06
YDR226W	P07170	ADK1	24.2546	1	2.189417698012	subOpt_isoenz	2	0	6.47399511500863e-06	0
YAL038W	P00549	CDC19	54.54404	2	1.90552169521156	opt_isoenz_tight	2	0	1.45939300301852e-06	1.45937447732133e-06
YOR347C	P52489	PYK2	55.19478	1	1.90552169521156	subOpt_isoenz	2	0	1.45939300301893e-06	0
YGR254W	P00924	ENO1	46.81564	1	1.78864685047332	opt_isoenz	2	0	0.0016371932422303	1.50583650807754e-06
YHR174W	P00925	ENO2	46.91368	1	1.78864685047332	subOpt_isoenz	2	0	0.00163376975064752	0
YKL152C	P00950	GPM1	27.60828	1	1.78864685047332	subOpt_isoenz	2	0	0.0027740416624324	0
YMR323W	P42222	ERR3	47.31216	1	1.78864685047332	subOpt_isoenz	2	0	0.00162000887616625	0
YOR393W	P0CX10	ERR1	47.32712	1	1.78864685047332	subOpt_isoenz	2	0	0.00161949884846023	0
YPL281C	P0CX11	ERR2	47.32712	1	1.78864685047332	subOpt_isoenz	2	0	0.00161949884846003	0
YOR283W	Q12040	YOR283W	26.17622	1	1.78864685047332	opt_isoenz	2	0	0.00292580942087564	4.15777353248734e-07
YMR267W	P28239	PPA2	35.57213	2	1.7395324741872	tightly_const	2	1.34600421130491e-06	1.34610357631432e-06	1.34608483044613e-06
YGR192C	P00359	TDH3	35.74626	1	1.14951376289736	subOpt_isoenz	2	0	0.00215814451620341	0
YJL052W	P00360	TDH1	35.74956	1	1.14951376289736	opt_isoenz	2	0	0.00215794530063426	1.59440667370495e-05
YJR009C	P00358	TDH2	35.84645	1	1.14951376289736	subOpt_isoenz	2	0	0.00215211796218179	0
YCR012W	P00560	PGK1	44.73787	1	1.14951376289736	essential	2	8.61520319884694e-07	0.00171251287881751	8.61520319884636e-07
YDR050C	P00942	TPI1	26.79508	1	1.06996370404763	essential	2	2.51188828379274e-08	0.00285784946338235	2.51189473191775e-08
YGR240C	P16861	PFK1	107.96906	1	1.06424132846065	subOpt_isoenz	2	0	3.40106119840795e-07	0
YKL060C	P14540	FBA1	39.62024	1	1.06424132846065	subOpt_isoenz	2	0	0.00193509211088228	0
YMR205C	P16862	PFK2	104.61673	2	1.06424132846065	essential	2	3.40094962109582e-07	6.11618926588797e-07	6.11599932246485e-07
YDR516C	Q04409	EMI2	55.92028	2	1.00026565694573	essential	2	4.37941635480658e-08	1.86179440332492e-07	1.86092435230572e-07
YOR222W		ODC2	NaN	0	0.293666266420488		0	NaN	NaN	NaN
YPL134C		ODC1	NaN	0	0.293666266420488		0	NaN	NaN	NaN
YGL062W	P11154	PYC1	130.09827	0	0.293604014583435	opt_isoenz_tight	0	0	5.54843408517221e-07	5.54314685678269e-07
YBR218C	P32327	PYC2	130.16549	0	0.293604014583434	subOpt_isoenz	0	0	5.54843408516634e-07	0
YKL067W	P36010	YNK1	17.16647	0	0.293491458804424	essential	0	9.97227239342682e-08	0.00446086278404261	9.97227571552512e-08
YOL126C	P22133	MDH2	40.7305	0	0.293105125359166	essential	0	1.71568071369668e-09	0.00188005934646799	1.71615830062597e-09
YPR021C		AGC1	NaN	0	0.292040911563406		0	NaN	NaN	NaN
YKL029C	P36013	MAE1	74.37529	0	0.291246879526661	tightly_const	0	3.55573874495153e-08	3.58246733864918e-08	3.55879316620694e-08
YER069W	Q01217	ARG5,6	94.86823	0	0.291244393273512	tightly_const	0	1.23645801288869e-06	1.24245322992924e-06	1.23752110830257e-06
YMR062C	Q04728	ARG7	47.84821	0	0.291244393273512	essential	0	2.71333556090081e-07	0.00160065968844266	2.71566846232068e-07
YOL140W	P18544	ARG8	46.68082	0	0.291244393273512	tightly_const	0	3.07119718570826e-06	3.08608850712473e-06	3.07383777325033e-06
YOR130C		ORT1	NaN	0	0.291244393273512		0	NaN	NaN	NaN
