genes	enzymes	shortNames	MWs	pathways	actions	k_scores	EV_type	OE	minUsage	maxUsage	pUsage	unique	conectivity	groups	priority	foldChange_yield	foldChange_pRate
YDR380W	Q06408	ARO10	71.38357	sce00360  Phenylalanine metabolism	2	1000	tightly_const	2	1.36698889311914e-07	1.36699030883201e-07	1.36698889311914e-07	1	4	0	1	1.00080069832076	1.00087083780917
YNL316C	P32452	PHA2	38.22484	sce00400  Phenylalanine, tyrosine and tryptophan biosynthesis sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01230  Biosynthesis of amino acids	2	26.7842321820864	tightly_const	2	4.13488398541574e-08	4.13488816220284e-08	4.13488398541574e-08	1	5	0	1	1.00014039032549	1.0001526793985
YPR060C	P32178	ARO7	29.7468	sce00400  Phenylalanine, tyrosine and tryptophan biosynthesis sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01230  Biosynthesis of amino acids	2	15.3304548536282	tightly_const	2	2.25443502290298e-07	2.25444390800304e-07	2.25443502290298e-07	1	2	0	1	1.00062929371239	1.00068440824976
YGL148W	P28777	ARO2	40.83793	sce00400  Phenylalanine, tyrosine and tryptophan biosynthesis sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01230  Biosynthesis of amino acids	2	13.7147624310077	tightly_const	2	9.40258065364423e-05	9.40261754534463e-05	9.40258065364423e-05	1	3	0	1	1.51572826287146	1.58737840231907
YDR127W	P08566	ARO1	174.75305	sce00400  Phenylalanine, tyrosine and tryptophan biosynthesis sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01230  Biosynthesis of amino acids	2	13.7147624310077	essential	2	3.81579654755551e-06	5.17919031393574e-06	3.81579654755551e-06	1	14	0	1	1.06685784861973	1.0731373236544
YOR095C	Q12189	RKI1	28.25777	sce00030  Pentose phosphate pathway sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01200  Carbon metabolism sce01230  Biosynthesis of amino acids	1	3.40571981508663	essential	2	4.72257195564187e-06	0.00288567456079683	4.72284482634893e-06	1	2	0	1	1.03173193508266	1.03460527420351
YNL241C	P11412	ZWF1	57.5209	sce00030  Pentose phosphate pathway sce00480  Glutathione metabolism sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01200  Carbon metabolism	2	2.06464244303956	tightly_const	2	7.3737896909416e-08	7.37718564975927e-08	7.37503157933123e-08	1	5	0	1	1.00196436549618	1.00213665740656
YDR516C	Q04409	EMI2	55.92028	sce00010  Glycolysis / Gluconeogenesis sce00051  Fructose and mannose metabolism sce00052  Galactose metabolism sce00500  Starch and sucrose metabolism sce00520  Amino sugar and nucleotide sugar metabolism sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01200  Carbon metabolism	2	1.00026365405438	essential	2	2.22092630872631e-08	1.86179440866399e-07	1.86089192770825e-07	1	4	0	1	1.00818188638414	1.00890435515959
aroL	P0A6E1	aroL	19.151		2	13.7147624310077	opt_isoenz_tight	2	0	6.25091481319223e-07	6.25089030309174e-07	1	5	0	2	1.00113999549825	1.00123989352789
YBR249C	P32449	ARO4	39.74874	sce00400  Phenylalanine, tyrosine and tryptophan biosynthesis sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01230  Biosynthesis of amino acids	2	13.7147624310077	opt_isoenz_tight	2	0	6.70514988504576e-07	6.70512357701205e-07	1	12	0	2	1.00254090636862	1.00276390540972
