genes	enzymes	shortNames	MWs	pathways	actions	k_scores	EV_type	OE	minUsage	maxUsage	pUsage
YMR241W		YHM2	NaN		1	1000		2	NaN	NaN	NaN
YJR069C	P47119	HAM1	22.09268	sce00230  Purine metabolism	1	1000	opt_isoenz	2	0	0.00352801083353001	7.79228997287798e-12
hmaS	Q5J1Q8	hmaS	36.597		2	1000	tightly_const	2	9.20785428816357e-05	9.20785659046127e-05	9.20785428816357e-05
YNL316C	P32452	PHA2	38.22484	sce00400  Phenylalanine, tyrosine and tryptophan biosynthesis sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01230  Biosynthesis of amino acids	2	27.6085941425078	tightly_const	2	4.29589197979678e-08	4.29589401444258e-08	4.29589197979678e-08
YBR249C	P32449	ARO4	39.74874	sce00400  Phenylalanine, tyrosine and tryptophan biosynthesis sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01230  Biosynthesis of amino acids	2	15.7983892739524	opt_isoenz_tight	2	0	6.92591543000351e-07	6.92588901321958e-07
YDR127W	P08566	ARO1	174.75305	sce00400  Phenylalanine, tyrosine and tryptophan biosynthesis sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01230  Biosynthesis of amino acids	2	15.7983892739524	tightly_const	2	5.34969359340492e-06	5.34971399825115e-06	5.34969359340492e-06
YGL148W	P28777	ARO2	40.83793	sce00400  Phenylalanine, tyrosine and tryptophan biosynthesis sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01230  Biosynthesis of amino acids	2	15.7983892739524	tightly_const	2	9.71215955933283e-05	9.71219660353307e-05	9.71215955933283e-05
YPR060C	P32178	ARO7	29.7468	sce00400  Phenylalanine, tyrosine and tryptophan biosynthesis sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01230  Biosynthesis of amino acids	2	15.7983892739524	tightly_const	2	2.34060353345779e-07	2.3406124610074e-07	2.34060353345779e-07
YPR021C		AGC1	NaN		1	4.17586210385		2	NaN	NaN	NaN
YOR095C	Q12189	RKI1	28.25777	sce00030  Pentose phosphate pathway sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01200  Carbon metabolism sce01230  Biosynthesis of amino acids	1	3.79297341644982	essential	2	5.06793246848221e-06	0.00276336095164847	5.06820657344317e-06
