genes	enzymes	shortNames	MWs	pathways	actions	k_scores	EV_type	OE	minUsage	maxUsage	pUsage
YDR300C	P32264	PRO1	47.16164	sce00330  Arginine and proline metabolism sce00332  Carbapenem biosynthesis sce01130  Biosynthesis of antibiotics sce01230  Biosynthesis of amino acids	2	1000	opt_isoenz_tight	2	0	3.63511361797681e-09	3.63511354871934e-09
YOR323C	P54885	PRO2	49.73991	sce00330  Arginine and proline metabolism sce00332  Carbapenem biosynthesis sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01230  Biosynthesis of amino acids	2	1000	opt_isoenz_tight	2	0	4.71218649080187e-10	4.71218646226803e-10
YPR074C	P23254	TKL1	73.80488	sce00030  Pentose phosphate pathway sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01200  Carbon metabolism sce01230  Biosynthesis of amino acids	1	1.05572418102304	opt_isoenz	2	0	0.000968072220522386	1.33124249421886e-07
YJL153C	P11986	INO1	59.64136	sce00562  Inositol phosphate metabolism sce01130  Biosynthesis of antibiotics	2	1.03021813254282	tightly_const	2	6.31707536946781e-07	6.32179066414725e-07	6.31707536946783e-07
YDR287W	Q05533	INM2	32.09215	sce00562  Inositol phosphate metabolism sce04070  Phosphatidylinositol signaling system	2	1.03021813254282	opt_isoenz	2	0	4.01793780643969e-07	3.94817381152761e-07
YER043C	P39954	SAH1	49.12498	sce00270  Cysteine and methionine metabolism	2	1.02020542383088	tightly_const	2	4.00916835601183e-06	4.01181761695465e-06	4.00916835601184e-06
YJR105W	P47143	ADO1	36.37191	sce00230  Purine metabolism	2	1.02020542383088	tightly_const	2	1.24056009678643e-07	1.24424103157382e-07	1.2420523676531e-07
YLR180W	P10659	SAM1	41.81793	sce00270  Cysteine and methionine metabolism sce01110  Biosynthesis of secondary metabolites sce01230  Biosynthesis of amino acids	2	1.02020542383088	essential	2	5.17660056129642e-06	5.43626348331847e-06	5.43267356928268e-06
YJL121C	P46969	RPE1	25.96689	sce00030  Pentose phosphate pathway sce00040  Pentose and glucuronate interconversions sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01200  Carbon metabolism sce01230  Biosynthesis of amino acids	1	1.01623389555882	essential	2	8.06843517578236e-08	0.00275122368572352	8.09302157977961e-08
YER091C	P05694	MET6	85.85892	sce00270  Cysteine and methionine metabolism sce00450  Selenocompound metabolism sce01110  Biosynthesis of secondary metabolites sce01230  Biosynthesis of amino acids	2	1.01336960052527	tightly_const	2	1.3421912881871e-06	1.3423237158119e-06	1.3421912881871e-06
YGL125W	P53128	MET13	68.55958	sce00670  One carbon pool by folate sce01200  Carbon metabolism	2	1.01336960052527	opt_isoenz_tight	2	0	2.93633048563971e-08	2.93604080047087e-08
YGL001C	P53199	ERG26	38.70597	sce00100  Steroid biosynthesis sce01130  Biosynthesis of antibiotics	2	1.01187446310602	tightly_const	2	1.38635586858257e-10	1.38640722571174e-10	1.38635586858257e-10
YGR175C	P32476	ERG1	55.12537	sce00100  Steroid biosynthesis sce00909  Sesquiterpenoid and triterpenoid biosynthesis sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics	2	1.01187446310602	tightly_const	2	1.08719486536212e-05	1.08723915462402e-05	1.08719486536212e-05
YHR072W	P38604	ERG7	83.45941	sce00100  Steroid biosynthesis sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics	2	1.01187446310602	tightly_const	2	2.02698809854079e-07	2.02707067233888e-07	2.02698809854079e-07
YGL012W	P25340	ERG4	56.03889	sce00100  Steroid biosynthesis sce01130  Biosynthesis of antibiotics	2	1.01187446310602	tightly_const	2	1.19633465804168e-06	1.19637664318901e-06	1.19633465804168e-06
YGR060W	P53045	ERG25	36.47869	sce00100  Steroid biosynthesis sce01130  Biosynthesis of antibiotics	2	1.01187446310602	tightly_const	2	3.57756974330385e-09	3.57770227328227e-09	3.57756974330385e-09
YHR007C	P10614	ERG11	60.71959	sce00100  Steroid biosynthesis sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics	2	1.01187446310602	tightly_const	2	2.43019941240776e-07	2.43029514143963e-07	2.43019941240775e-07
YHR042W	P16603	NCP1	76.77089	sce00NNN  None	2	1.01187446310602	tightly_const	2	2.43019941240776e-07	2.43029514143963e-07	2.43019941240775e-07
YHR190W	P29704	ERG9	51.71933	sce00100  Steroid biosynthesis sce00909  Sesquiterpenoid and triterpenoid biosynthesis sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics	2	1.01187446310602	tightly_const	2	5.00768147436812e-07	5.00788547323013e-07	5.00768147436813e-07
YLR100W	Q12452	ERG27	39.72421	sce00100  Steroid biosynthesis sce01130  Biosynthesis of antibiotics	2	1.01187446310602	tightly_const	2	2.2637516355968e-06	2.26383549558365e-06	2.26375163559681e-06
YNL280C	P32462	ERG24	50.61486	sce00100  Steroid biosynthesis sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics	2	1.01187446310602	tightly_const	2	1.27608871547605e-05	1.27613898243491e-05	1.27608871547605e-05
YJL167W	P08524	ERG20	40.48289	sce00900  Terpenoid backbone biosynthesis sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics	2	1.0118742799747	tightly_const	2	3.00465284186449e-06	3.004775241187e-06	3.00465284186452e-06
YML075C	P12683	HMG1	115.62448	sce00900  Terpenoid backbone biosynthesis sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics	2	1.0118742799747	opt_isoenz_tight	2	0	1.07198503252538e-07	1.07193555734028e-07
